Player,Offense,Defense(*),Total
T.J. Warren,-3.0 (10),1.2 (27),-4.2 (11)
JJ Hickson,-3.5 (1),0.8 (39),-4.3 (11)
John Lucas III,-2.7 (14),1.6 (16),-4.3 (11)
JaKarr Sampson,-2.4 (20),2.0 (9),-4.4 (11)
Shayne Whittington,-2.8 (13),1.6 (17),-4.4 (11)
C.J. Wilcox,-3.1 (7),1.3 (25),-4.4 (10)
JaMychal Green,-3.1 (7),1.3 (25),-4.4 (10)
Jack Cooley,-3.1 (6),1.3 (25),-4.4 (10)
Jerome Jordan,-3.1 (9),1.4 (23),-4.5 (10)
Ricky Ledo,-3.0 (10),1.5 (19),-4.5 (10)
Dahntay Jones,-3.1 (7),1.4 (21),-4.5 (9)
David Stockton,-3.1 (6),1.4 (21),-4.5 (9)
Lester Hudson,-3.2 (4),1.3 (25),-4.5 (9)
James Young,-2.7 (14),1.9 (10),-4.6 (9)
Nick Johnson,-3.6 (1),1.0 (32),-4.6 (9)
Gary Harris,-2.9 (11),1.7 (14),-4.6 (8)
Larry Drew II,-3.2 (5),1.4 (21),-4.6 (8)
Earl Barron,-3.3 (3),1.3 (25),-4.6 (8)
Bryce Cotton,-3.1 (6),1.5 (19),-4.6 (8)
Jerel McNeal,-3.3 (2),1.4 (21),-4.7 (8)
Tim Hardaway Jr.,-1.3 (42),3.4 (0),-4.7 (7)
Lucas Nogueira,-2.9 (11),1.8 (12),-4.7 (7)
Shannon Brown,-2.5 (19),2.3 (3),-4.8 (7)
Jason Smith,-2.2 (24),2.7 (1),-4.9 (7)
Andre Dawkins,-3.3 (3),1.6 (18),-4.9 (7)
Johnny O'Bryant III,-3.3 (3),1.6 (17),-4.9 (6)
Adreian Payne,-2.1 (25),2.8 (0),-4.9 (6)
Tyrus Thomas,-3.1 (7),1.8 (11),-4.9 (6)
Archie Goodwin,-3.2 (6),1.8 (13),-5.0 (6)
Kendrick Perkins,-5.3 (0),-0.3 (69),-5.0 (6)
Zoran Dragic,-3.2 (5),1.8 (12),-5.0 (5)
Kalin Lucas,-3.3 (3),1.7 (14),-5.0 (5)
Eric Moreland,-3.3 (3),1.7 (13),-5.0 (5)
Reggie Williams,-2.8 (13),2.2 (4),-5.0 (5)
Seth Curry,-3.4 (1),1.6 (16),-5.0 (5)
Sim Bhullar,-3.3 (2),1.7 (13),-5.0 (4)
Malcolm Thomas,-2.9 (12),2.2 (5),-5.1 (4)
Anthony Bennett,-2.5 (19),2.6 (2),-5.1 (4)
Doug McDermott,-3.1 (9),2.0 (8),-5.1 (4)
Cameron Bairstow,-3.1 (8),2.0 (8),-5.1 (4)
Tyler Ennis,-3.3 (4),1.8 (12),-5.1 (3)
Jannero Pargo,-2.7 (14),2.4 (2),-5.1 (3)
Drew Gordon,-3.1 (8),2.0 (8),-5.1 (3)
Noah Vonleh,-3.7 (1),1.4 (22),-5.1 (3)
Grant Jerrett,-3.1 (7),2.0 (7),-5.1 (3)
Arinze Onuaku,-2.9 (11),2.2 (4),-5.1 (2)
Zach LaVine,-1.9 (29),3.3 (0),-5.2 (2)
Brandon Rush,-2.9 (11),2.3 (3),-5.2 (2)
Julius Randle,-3.4 (2),1.8 (13),-5.2 (2)
Ognjen Kuzmic,-3.2 (6),2.0 (8),-5.2 (2)
Alex Kirk,-3.4 (2),1.9 (10),-5.3 (1)
Joffrey Lauvergne,-3.2 (4),2.1 (6),-5.3 (1)
Vander Blue,-3.2 (4),2.1 (5),-5.3 (1)
Joe Harris,-2.8 (13),2.6 (1),-5.4 (1)
Jabari Brown,-2.3 (20),3.1 (0),-5.4 (1)
David Wear,-3.5 (1),1.9 (9),-5.4 (0)
Bruno Caboclo,-3.7 (0),1.9 (9),-5.6 (0)
Will Cherry,-3.9 (0),1.9 (10),-5.8 (0)
Jerrelle Benimon,-4.1 (0),1.8 (11),-5.9 (0)
Patrick Christopher,-4.2 (0),2.0 (7),-6.2 (0)
