Player,Offense,Defense(*),Total
Shaquille Harrison,-3.0 (14),0.7 (41),-3.7 (20)
Isaiah Roby,-2.4 (26),1.4 (20),-3.8 (20)
Shaedon Sharpe,-1.0 (50),2.8 (0),-3.8 (20)
Sandro Mamukelashvili,-1.6 (40),2.3 (2),-3.9 (19)
Xavier Cooks,-2.9 (15),1.0 (30),-3.9 (19)
Skylar Mays,-2.0 (30),1.9 (5),-3.9 (19)
Thanasis Antetokounmpo,-2.7 (20),1.2 (26),-3.9 (19)
Devon Dotson,-2.7 (20),1.2 (25),-3.9 (19)
Lonnie Walker IV,-1.7 (38),2.3 (2),-4.0 (18)
Dalen Terry,-3.2 (13),0.8 (39),-4.0 (18)
MarJon Beauchamp,-2.7 (21),1.3 (22),-4.0 (18)
Malaki Branham,-1.6 (39),2.4 (1),-4.0 (18)
Jarrett Culver,-2.8 (18),1.2 (25),-4.0 (18)
Jake LaRavia,-2.8 (19),1.3 (23),-4.1 (17)
DeAndre Jordan,-3.1 (14),1.0 (32),-4.1 (17)
Malcolm Hill,-2.9 (16),1.2 (25),-4.1 (17)
Jeff Dowtin Jr.,-2.7 (20),1.4 (18),-4.1 (17)
Justin Holiday,-2.8 (19),1.4 (20),-4.2 (17)
AJ Green,-2.7 (21),1.5 (15),-4.2 (17)
Theo Pinson,-2.6 (23),1.6 (12),-4.2 (16)
Trevelin Queen,-3.2 (12),1.0 (31),-4.2 (16)
Jared Rhoden,-3.1 (13),1.1 (29),-4.2 (16)
Sam Merrill,-3.3 (10),0.9 (34),-4.2 (16)
Marko Simonovic,-3.3 (11),1.0 (32),-4.3 (16)
Alize Johnson,-3.0 (15),1.3 (21),-4.3 (15)
Jay Scrubb,-2.9 (15),1.4 (17),-4.3 (15)
Louis King,-2.9 (15),1.4 (16),-4.3 (15)
Jay Huff,-3.2 (12),1.1 (28),-4.3 (15)
Isaiah Mobley,-3.7 (5),0.7 (43),-4.4 (15)
Dru Smith,-3.5 (7),0.9 (35),-4.4 (15)
Dominick Barlow,-2.9 (16),1.5 (14),-4.4 (14)
Josh Minott,-3.2 (12),1.2 (24),-4.4 (14)
Carlik Jones,-3.3 (11),1.1 (28),-4.4 (14)
Cam Reddish,-2.6 (24),1.9 (5),-4.5 (14)
Jordan Nwora,-1.5 (42),3.0 (0),-4.5 (14)
Buddy Boeheim,-3.5 (8),1.0 (32),-4.5 (13)
Neemias Queta,-3.1 (14),1.4 (18),-4.5 (13)
Jonathan Isaac,-3.5 (7),1.0 (30),-4.5 (13)
Xavier Moon,-3.2 (12),1.3 (21),-4.5 (13)
Nate Williams,-3.1 (13),1.4 (17),-4.5 (13)
Mac McClung,-3.4 (8),1.1 (28),-4.5 (12)
Kevin Knox II,-2.8 (19),1.8 (7),-4.6 (12)
Darius Bazley,-3.6 (6),1.0 (33),-4.6 (12)
Isaiah Todd,-3.5 (7),1.1 (29),-4.6 (12)
Matthew Dellavedova,-3.4 (10),1.2 (25),-4.6 (12)
Ron Harper Jr.,-3.4 (9),1.2 (25),-4.6 (12)
Trendon Watford,-1.6 (39),3.0 (0),-4.6 (11)
Jarrell Brantley,-3.4 (9),1.2 (24),-4.6 (11)
Kennedy Chandler,-3.3 (11),1.4 (20),-4.7 (11)
Julian Champagnie,-2.8 (18),1.9 (5),-4.7 (11)
Chris Silva,-3.3 (11),1.4 (17),-4.7 (11)
Gabe York,-3.3 (10),1.4 (16),-4.7 (10)
Will Barton,-3.5 (8),1.2 (28),-4.7 (10)
Jordan Schakel,-3.4 (9),1.3 (21),-4.7 (10)
Blake Wesley,-3.2 (12),1.5 (14),-4.7 (10)
Micah Potter,-3.7 (4),1.0 (31),-4.7 (10)
John Butler Jr.,-3.2 (12),1.5 (14),-4.7 (10)
Quenton Jackson,-3.5 (6),1.2 (24),-4.7 (9)
Ryan Rollins,-3.4 (10),1.4 (21),-4.8 (9)
R.J. Hampton,-2.3 (28),2.5 (1),-4.8 (9)
Keon Johnson,-2.1 (29),2.7 (1),-4.8 (9)
Moussa Diabate,-3.2 (13),1.6 (12),-4.8 (9)
Lindell Wigginton,-2.7 (20),2.1 (3),-4.8 (8)
Jack White,-3.6 (6),1.3 (22),-4.9 (8)
Kendall Brown,-3.7 (4),1.2 (25),-4.9 (8)
Noah Vonleh,-3.2 (13),1.8 (7),-5.0 (8)
Cole Swider,-3.5 (8),1.5 (16),-5.0 (8)
Trevor Hudgins,-3.7 (5),1.3 (22),-5.0 (7)
Tyrese Martin,-3.5 (7),1.5 (15),-5.0 (7)
Jason Preston,-3.4 (10),1.6 (12),-5.0 (7)
Jaden Springer,-3.8 (2),1.2 (26),-5.0 (7)
Vernon Carey Jr.,-3.3 (11),1.7 (8),-5.0 (7)
Dereon Seabron,-3.6 (6),1.4 (18),-5.0 (7)
Alondes Williams,-3.4 (9),1.6 (11),-5.0 (6)
Justin Minaya,-3.4 (8),1.6 (10),-5.0 (6)
Scotty Pippen Jr.,-3.8 (2),1.3 (24),-5.1 (6)
Simone Fontecchio,-2.6 (23),2.5 (1),-5.1 (6)
McKinley Wright IV,-3.1 (14),2.0 (4),-5.1 (6)
Tyler Dorsey,-3.7 (4),1.4 (19),-5.1 (5)
Wendell Moore Jr.,-3.7 (4),1.4 (19),-5.1 (5)
Darius Days,-3.7 (3),1.4 (18),-5.1 (5)
Meyers Leonard,-3.3 (10),1.8 (6),-5.1 (5)
Johnny Juzang,-3.6 (5),1.5 (13),-5.1 (5)
Xavier Sneed,-3.7 (3),1.4 (17),-5.1 (5)
Lester Quinones,-3.7 (3),1.4 (17),-5.1 (4)
Justin Jackson,-3.8 (2),1.4 (19),-5.2 (4)
Gorgui Dieng,-3.1 (14),2.1 (4),-5.2 (4)
Patrick Baldwin Jr.,-3.5 (7),1.7 (8),-5.2 (4)
Mfiondu Kabengele,-3.7 (3),1.5 (13),-5.2 (4)
Deonte Burton,-3.6 (5),1.6 (11),-5.2 (3)
Stanley Umude,-3.7 (3),1.5 (13),-5.2 (3)
Jaden Ivey,-2.0 (32),3.3 (0),-5.3 (3)
Peyton Watson,-4.0 (0),1.3 (23),-5.3 (3)
Udonis Haslem,-3.8 (1),1.5 (15),-5.3 (3)
Jordan Hall,-3.8 (1),1.5 (14),-5.3 (2)
A.J. Lawson,-3.6 (5),1.7 (8),-5.3 (2)
Michael Foster Jr.,-3.8 (1),1.5 (13),-5.3 (2)
Jacob Gilyard,-3.7 (2),1.6 (10),-5.3 (2)
Vince Williams Jr.,-4.1 (0),1.3 (22),-5.4 (2)
Chima Moneke,-3.8 (1),1.6 (11),-5.4 (2)
Keon Ellis,-3.7 (4),1.7 (8),-5.4 (1)
Jamaree Bouyea,-3.6 (5),1.8 (6),-5.4 (1)
Kobi Simmons,-3.8 (1),1.6 (10),-5.4 (1)
James Wiseman,-2.7 (22),2.8 (1),-5.5 (1)
JD Davison,-4.0 (0),1.5 (13),-5.5 (1)
RaiQuan Gray,-3.7 (2),1.8 (6),-5.5 (0)
Donovan Williams,-4.2 (0),1.4 (17),-5.6 (0)
Chance Comanche,-3.7 (2),2.0 (4),-5.7 (0)
Kenneth Lofton Jr.,-4.1 (0),2.1 (3),-6.2 (0)
Trevor Keels,-4.5 (0),1.7 (9),-6.2 (0)
Josh Christopher,-2.8 (19),3.9 (0),-6.7 (0)
