Player,Offense,Defense(*),Total
Joe Harris,-2.1 (24),2.4 (3),-4.5 (9)
Damien Inglis,-3.3 (4),1.2 (28),-4.5 (9)
Adreian Payne,-2.2 (21),2.3 (3),-4.5 (9)
Pat Connaughton,-3.4 (2),1.1 (30),-4.5 (8)
Jordan Mickey,-3.3 (5),1.3 (25),-4.6 (8)
Russ Smith,-3.3 (5),1.3 (25),-4.6 (8)
Johnny O'Bryant III,-2.8 (10),1.8 (12),-4.6 (8)
Rashad Vaughn,-3.1 (7),1.5 (20),-4.6 (7)
Cameron Bairstow,-3.1 (7),1.5 (19),-4.6 (7)
Sean Kilpatrick,-0.8 (54),3.8 (0),-4.6 (7)
Alex Stepheson,-3.3 (3),1.3 (23),-4.6 (7)
Mike Miller,-2.8 (10),1.9 (10),-4.7 (7)
Bryce Cotton,-2.8 (9),1.9 (9),-4.7 (6)
Keith Appling,-3.3 (3),1.4 (21),-4.7 (6)
Andrew Goudelock,-3.3 (3),1.4 (21),-4.7 (6)
Kendrick Perkins,-3.9 (0),0.8 (38),-4.7 (6)
James Michael McAdoo,-2.5 (16),2.2 (6),-4.7 (6)
Andrea Bargnani,-2.5 (16),2.2 (5),-4.7 (5)
Sam Dekker,-2.9 (9),1.8 (12),-4.7 (5)
Julius Randle,-2.2 (21),2.5 (3),-4.7 (5)
Josh Huestis,-3.2 (6),1.5 (18),-4.7 (5)
Dahntay Jones,-3.4 (1),1.3 (23),-4.7 (5)
Tibor Pleiss,-3.1 (7),1.7 (15),-4.8 (4)
Aaron Harrison,-3.3 (4),1.5 (19),-4.8 (4)
Chris McCullough,-2.3 (19),2.5 (2),-4.8 (4)
Alan Williams,-3.0 (7),1.8 (10),-4.8 (4)
Eric Moreland,-3.2 (6),1.6 (17),-4.8 (3)
Brandon Rush,-1.6 (36),3.3 (0),-4.9 (3)
Terry Rozier,-3.6 (1),1.3 (26),-4.9 (3)
Jarell Eddie,-3.2 (6),1.7 (13),-4.9 (3)
Orlando Johnson,-3.4 (2),1.5 (18),-4.9 (3)
Christian Wood,-3.3 (5),1.8 (13),-5.1 (2)
Cliff Alexander,-3.4 (2),1.7 (14),-5.1 (2)
Coty Clarke,-3.3 (3),1.8 (11),-5.1 (2)
Branden Dawson,-3.3 (4),1.9 (9),-5.2 (2)
Edy Tavares,-3.1 (7),2.1 (7),-5.2 (2)
JJ O'Brien,-3.4 (2),1.8 (11),-5.2 (1)
Thanasis Antetokounmpo,-3.4 (2),1.8 (11),-5.2 (1)
Duje Dukan,-3.5 (1),1.7 (13),-5.2 (1)
Archie Goodwin,-2.0 (26),3.3 (0),-5.3 (1)
Briante Weber,-3.2 (6),2.2 (4),-5.4 (1)
Rakeem Christmas,-3.4 (1),2.0 (7),-5.4 (0)
Kevon Looney,-3.3 (3),2.2 (4),-5.5 (0)
Bruno Caboclo,-3.9 (0),1.7 (14),-5.6 (0)
Luis Montero,-3.6 (0),2.1 (6),-5.7 (0)
Justin Harper,-3.5 (1),2.2 (4),-5.7 (0)
