Player,Offense,Defense(*),Total
Max Strus,-1.6 (38),2.0 (5),-3.6 (20)
Khyri Thomas,-2.2 (26),1.4 (20),-3.6 (20)
Bismack Biyombo,-3.3 (7),0.4 (50),-3.7 (20)
Tim Frazier,-2.3 (25),1.4 (21),-3.7 (20)
CJ Elleby,-3.1 (10),0.6 (43),-3.7 (19)
Onyeka Okongwu,-2.5 (20),1.2 (27),-3.7 (19)
Louis King,-2.9 (13),0.8 (36),-3.7 (19)
Damian Jones,-1.5 (42),2.3 (2),-3.8 (19)
Lonnie Walker IV,-1.0 (52),2.8 (1),-3.8 (19)
Lamar Stevens,-2.8 (16),1.0 (33),-3.8 (18)
Armoni Brooks,-2.3 (24),1.5 (16),-3.8 (18)
Eric Paschall,-1.6 (40),2.3 (3),-3.9 (18)
Sam Merrill,-2.9 (14),1.0 (35),-3.9 (18)
Chris Silva,-2.5 (20),1.4 (22),-3.9 (18)
Chimezie Metu,-1.9 (32),2.0 (5),-3.9 (17)
Chasson Randle,-2.5 (20),1.4 (21),-3.9 (17)
Anthony Lamb,-2.4 (22),1.5 (16),-3.9 (17)
Kostas Antetokounmpo,-3.1 (10),0.8 (36),-3.9 (17)
KJ Martin,-1.7 (36),2.3 (2),-4.0 (17)
KZ Okpala,-2.9 (14),1.1 (31),-4.0 (17)
Cristiano Felicio,-1.9 (33),2.1 (4),-4.0 (16)
Juwan Morgan,-2.5 (20),1.6 (14),-4.1 (16)
Glenn Robinson III,-1.1 (50),3.0 (0),-4.1 (16)
Ignas Brazdeikis,-2.2 (26),1.9 (6),-4.1 (16)
Jaylen Adams,-2.4 (22),1.7 (11),-4.1 (16)
Tyler Cook,-2.4 (22),1.7 (10),-4.1 (15)
Devontae Cacok,-2.9 (13),1.2 (27),-4.1 (15)
Freddie Gillespie,-2.6 (18),1.5 (16),-4.1 (15)
Rayjon Tucker,-2.8 (15),1.4 (21),-4.2 (15)
Anthony Gill,-3.0 (12),1.2 (28),-4.2 (15)
Frank Mason III,-3.0 (11),1.2 (27),-4.2 (15)
Norvel Pelle,-2.6 (18),1.6 (13),-4.2 (14)
Charlie Brown Jr.,-2.9 (13),1.3 (23),-4.2 (14)
Isaiah Roby,-2.6 (19),1.7 (12),-4.3 (14)
Vincent Poirier,-3.0 (12),1.3 (24),-4.3 (14)
Mason Jones,-3.0 (12),1.3 (23),-4.3 (14)
Jalen Harris,-3.1 (9),1.2 (27),-4.3 (13)
Sekou Doumbouya,-2.2 (27),2.1 (4),-4.3 (13)
Zeke Nnaji,-2.7 (18),1.6 (13),-4.3 (13)
Devon Dotson,-3.2 (7),1.1 (31),-4.3 (13)
Reggie Perry,-2.9 (15),1.5 (20),-4.4 (13)
Mfiondu Kabengele,-3.5 (3),0.9 (36),-4.4 (12)
Dwayne Bacon,-3.2 (8),1.2 (29),-4.4 (12)
Nathan Knight,-3.3 (7),1.1 (32),-4.4 (12)
Moses Brown,-2.1 (29),2.3 (2),-4.4 (12)
Jahmi'us Ramsey,-3.1 (10),1.3 (24),-4.4 (12)
Andre Roberson,-3.3 (6),1.1 (30),-4.4 (12)
Amida Brimah,-3.2 (7),1.2 (26),-4.4 (11)
Tyrell Terry,-3.5 (3),1.0 (34),-4.5 (11)
Cole Anthony,-1.5 (42),3.0 (0),-4.5 (11)
Jalen Lecque,-3.1 (10),1.4 (22),-4.5 (11)
Cassius Stanley,-3.7 (1),0.8 (37),-4.5 (11)
Vernon Carey Jr.,-3.1 (10),1.4 (21),-4.5 (10)
Jarrell Brantley,-3.0 (12),1.5 (17),-4.5 (10)
Axel Toupane,-3.3 (6),1.2 (26),-4.5 (10)
James Wiseman,-3.5 (4),1.1 (32),-4.6 (10)
Jalen Smith,-3.1 (11),1.5 (19),-4.6 (10)
Marques Bolden,-3.5 (3),1.1 (32),-4.6 (10)
Vlatko ?an?ar,-3.1 (10),1.5 (18),-4.6 (9)
Nico Mannion,-2.8 (15),1.8 (8),-4.6 (9)
Trent Forrest,-2.7 (17),1.9 (5),-4.6 (9)
Deividas Sirvydis,-3.3 (6),1.3 (23),-4.6 (9)
Brian Bowen II,-3.1 (9),1.5 (16),-4.6 (9)
Ray Spalding,-3.1 (9),1.5 (16),-4.6 (8)
Alen Smailagic,-3.0 (11),1.6 (12),-4.6 (8)
Cam Reynolds,-3.1 (8),1.6 (12),-4.7 (8)
Cameron Oliver,-3.0 (11),1.7 (10),-4.7 (8)
Daniel Oturu,-3.5 (3),1.3 (26),-4.8 (8)
Markus Howard,-2.9 (14),1.9 (7),-4.8 (7)
Patrick Williams,-3.0 (13),1.8 (9),-4.8 (7)
Didi Louzada,-3.3 (6),1.5 (17),-4.8 (7)
Justin Patton,-3.0 (11),1.8 (7),-4.8 (7)
Greg Whittington,-3.4 (4),1.4 (20),-4.8 (7)
Elijah Bryant,-3.5 (2),1.3 (23),-4.8 (7)
Gabriel Deck,-2.7 (17),2.1 (3),-4.8 (6)
Aleksej Pokusevski,-3.2 (8),1.7 (12),-4.9 (6)
Keljin Blevins,-3.6 (2),1.3 (25),-4.9 (6)
Kyle Guy,-3.0 (12),1.9 (6),-4.9 (6)
Josh Hall,-3.4 (5),1.5 (18),-4.9 (6)
Tre Jones,-3.0 (12),1.9 (6),-4.9 (5)
Jordan Bone,-3.2 (8),1.7 (11),-4.9 (5)
Anderson Varejao,-3.1 (9),1.8 (8),-4.9 (5)
Bol Bol,-2.9 (14),2.1 (4),-5.0 (5)
Dakota Mathias,-3.4 (5),1.6 (14),-5.0 (5)
Jeremiah Martin,-2.7 (17),2.3 (2),-5.0 (5)
Jontay Porter,-3.7 (0),1.3 (23),-5.0 (4)
Devin Cannady,-3.3 (5),1.7 (10),-5.0 (4)
Robert Franks,-3.1 (8),1.9 (5),-5.0 (4)
Kevin Porter Jr.,-1.4 (44),3.7 (0),-5.1 (4)
Robert Woodard II,-3.6 (1),1.5 (18),-5.1 (4)
Ty-Shon Alexander,-3.3 (7),1.8 (9),-5.1 (3)
R.J. Hampton,-2.0 (31),3.1 (0),-5.1 (3)
Sean McDermott,-3.7 (1),1.4 (22),-5.1 (3)
Nick Richards,-3.4 (5),1.7 (11),-5.1 (3)
Justin Robinson,-3.3 (6),1.8 (8),-5.1 (3)
Ashton Hagans,-3.5 (2),1.6 (13),-5.1 (2)
Grant Riller,-3.4 (4),1.7 (10),-5.1 (2)
Malik Fitts,-3.4 (4),1.7 (10),-5.1 (2)
Elijah Hughes,-3.3 (7),1.9 (6),-5.2 (2)
Theo Maledon,-4.0 (0),1.2 (29),-5.2 (2)
Jared Harper,-3.6 (1),1.6 (13),-5.2 (2)
Karim Mane,-3.4 (5),1.8 (9),-5.2 (1)
James Nunnally,-3.4 (5),1.8 (8),-5.2 (1)
Tyler Bey,-3.5 (2),1.7 (11),-5.2 (1)
Will Magnay,-3.5 (2),1.8 (7),-5.3 (1)
Nate Hinton,-3.6 (1),1.9 (5),-5.5 (1)
Cassius Winston,-3.5 (3),2.0 (4),-5.5 (0)
Quinndary Weatherspoon,-3.4 (4),2.1 (3),-5.5 (0)
Udonis Haslem,-4.2 (0),1.4 (20),-5.6 (0)
Udoka Azubuike,-3.8 (0),1.9 (6),-5.7 (0)
Jay Scrubb,-3.9 (0),1.8 (7),-5.7 (0)
Nate Darling,-4.0 (0),1.8 (8),-5.8 (0)
