Player,Offense,Defense(*),Total
Robert Williams III,-2.9 (16),1.0 (37),-3.9 (19)
Patrick McCaw,-2.4 (22),1.5 (20),-3.9 (18)
Cam Reynolds,-2.5 (20),1.4 (23),-3.9 (18)
RJ Hunter,-2.9 (14),1.0 (36),-3.9 (18)
Jalen Jones,-2.1 (27),1.8 (10),-3.9 (18)
Christian Wood,-2.8 (16),1.2 (33),-4.0 (18)
Antonio Blakeney,-1.7 (36),2.3 (3),-4.0 (17)
Yuta Watanabe,-2.7 (18),1.3 (28),-4.0 (17)
Emmanuel Mudiay,-1.5 (41),2.5 (1),-4.0 (17)
Isaiah Hicks,-2.5 (20),1.5 (20),-4.0 (17)
Mo Bamba,-3.1 (11),1.0 (39),-4.1 (17)
Josh Jackson,-3.3 (5),0.8 (42),-4.1 (16)
Malcolm Miller,-3.0 (11),1.1 (33),-4.1 (16)
Jason Smith,-3.2 (9),0.9 (41),-4.1 (16)
Jaylen Morris,-2.9 (15),1.3 (27),-4.2 (16)
Zhaire Smith,-2.6 (19),1.6 (16),-4.2 (16)
Ray Spalding,-3.1 (11),1.2 (31),-4.3 (16)
Jacob Evans,-2.9 (16),1.4 (24),-4.3 (15)
Abdel Nader,-3.0 (13),1.3 (28),-4.3 (15)
Zhou Qi,-2.9 (15),1.4 (24),-4.3 (15)
PJ Dozier,-3.0 (12),1.3 (27),-4.3 (15)
Brandon Knight,-2.4 (22),1.9 (7),-4.3 (15)
Deng Adel,-3.0 (12),1.3 (26),-4.3 (14)
Gary Trent Jr.,-2.7 (17),1.6 (17),-4.3 (14)
Quinn Cook,-1.0 (54),3.4 (0),-4.4 (14)
Dzanan Musa,-3.0 (13),1.4 (25),-4.4 (14)
Khyri Thomas,-3.3 (5),1.1 (34),-4.4 (14)
Jarred Vanderbilt,-3.3 (4),1.1 (33),-4.4 (13)
Andre Ingram,-3.2 (6),1.2 (30),-4.4 (13)
Wayne Selden,-2.2 (26),2.3 (3),-4.5 (13)
Bismack Biyombo,-3.4 (2),1.1 (35),-4.5 (13)
Chimezie Metu,-3.3 (5),1.2 (30),-4.5 (13)
Jerome Robinson,-2.2 (25),2.3 (2),-4.5 (13)
Chris Boucher,-2.7 (18),1.8 (10),-4.5 (12)
Brandon Goodwin,-3.1 (10),1.4 (23),-4.5 (12)
Edmond Sumner,-3.0 (14),1.6 (20),-4.6 (12)
John Holland,-3.0 (14),1.6 (19),-4.6 (12)
Ike Anigbogu,-2.7 (18),1.9 (8),-4.6 (12)
Marcus Derrickson,-3.2 (8),1.4 (24),-4.6 (11)
Shake Milton,-2.4 (22),2.2 (3),-4.6 (11)
Amile Jefferson,-2.7 (17),1.9 (7),-4.6 (11)
Brandon Sampson,-2.5 (20),2.1 (4),-4.6 (11)
Walt Lemon Jr.,-2.7 (17),1.9 (6),-4.6 (11)
Lonnie Walker IV,-3.3 (4),1.4 (23),-4.7 (10)
Thomas Welsh,-3.2 (9),1.5 (22),-4.7 (10)
Drew Eubanks,-3.2 (9),1.5 (21),-4.7 (10)
Rawle Alkins,-2.9 (15),1.8 (10),-4.7 (10)
Tony Bradley,-2.9 (14),1.8 (10),-4.7 (10)
Mitchell Creek,-3.2 (7),1.5 (20),-4.7 (10)
Billy Garrett,-3.2 (6),1.5 (20),-4.7 (9)
Malik Monk,-1.5 (43),3.3 (0),-4.8 (9)
Alize Johnson,-2.9 (16),1.9 (8),-4.8 (9)
DeVaughn Akoon-Purcell,-3.1 (10),1.7 (14),-4.8 (9)
Melvin Frazier Jr.,-3.5 (0),1.3 (27),-4.8 (9)
Devin Robinson,-2.9 (15),1.9 (8),-4.8 (8)
Jerryd Bayless,-2.0 (29),2.8 (1),-4.8 (8)
Angel Delgado,-3.4 (1),1.4 (23),-4.8 (8)
Dairis Bertans,-2.9 (14),1.9 (7),-4.8 (8)
Tyler Lydon,-3.2 (9),1.6 (18),-4.8 (8)
Daryl Macon,-3.2 (8),1.6 (18),-4.8 (7)
Marquese Chriss,-2.7 (17),2.1 (5),-4.8 (7)
Terrence Jones,-3.2 (7),1.6 (17),-4.8 (7)
Jordan Loyd,-3.2 (8),1.7 (13),-4.9 (7)
Jared Terrell,-3.3 (5),1.6 (17),-4.9 (7)
Demetrius Jackson,-3.0 (12),1.9 (8),-4.9 (6)
Troy Caupain,-3.2 (8),1.7 (13),-4.9 (6)
J.P. Macura,-3.4 (2),1.5 (20),-4.9 (6)
Emanuel Terry,-3.2 (7),1.7 (13),-4.9 (6)
Justin Patton,-3.3 (3),1.6 (16),-4.9 (6)
Kostas Antetokounmpo,-3.3 (3),1.6 (16),-4.9 (6)
Scott Machado,-3.2 (6),1.7 (12),-4.9 (5)
Isaac Humphries,-3.2 (6),1.7 (12),-4.9 (5)
Zach Lofton,-3.3 (6),1.7 (15),-5.0 (5)
Wade Baldwin IV,-3.3 (5),1.7 (14),-5.0 (5)
Duncan Robinson,-3.2 (9),1.8 (10),-5.0 (5)
Anfernee Simons,-2.8 (16),2.2 (4),-5.0 (4)
Vincent Edwards,-3.3 (4),1.7 (13),-5.0 (4)
DJ Stephens,-3.4 (2),1.6 (17),-5.0 (4)
Kalin Lucas,-3.4 (2),1.6 (17),-5.0 (4)
Tahjere McCall,-3.4 (1),1.6 (16),-5.0 (4)
BJ Johnson,-3.2 (7),1.8 (9),-5.0 (3)
Chris Chiozza,-3.4 (0),1.6 (16),-5.0 (3)
Cristiano Felicio,-2.7 (18),2.4 (1),-5.1 (3)
Naz Mitrou-Long,-3.0 (13),2.1 (4),-5.1 (3)
Tyler Davis,-3.4 (2),1.7 (13),-5.1 (3)
Joe Chealey,-3.4 (1),1.7 (13),-5.1 (3)
Donte Grantham,-3.4 (1),1.7 (12),-5.1 (2)
Trevon Duval,-3.3 (3),1.8 (9),-5.1 (2)
George King,-3.3 (4),1.9 (7),-5.2 (2)
Jordan Sibert,-3.3 (3),1.9 (7),-5.2 (2)
Jimmer Fredette,-3.4 (1),1.8 (9),-5.2 (2)
Dusty Hannahs,-3.5 (0),1.7 (12),-5.2 (1)
Udonis Haslem,-4.1 (0),1.2 (30),-5.3 (1)
James Nunnally,-3.0 (13),2.3 (2),-5.3 (1)
Bonzie Colson,-3.0 (12),2.3 (2),-5.3 (1)
Yante Maten,-3.7 (0),1.6 (16),-5.3 (1)
Haywood Highsmith,-3.2 (7),2.3 (2),-5.5 (0)
Donatas Motiejunas,-3.3 (3),2.2 (3),-5.5 (0)
Grayson Allen,-3.1 (10),2.5 (1),-5.6 (0)
Jamal Crawford,-1.8 (34),4.1 (0),-5.9 (0)
Collin Sexton,-1.0 (53),5.0 (0),-6.0 (0)
Kevin Knox II,-3.4 (3),3.7 (0),-7.1 (0)
