Player,Team,Minutes,year
Malcolm Brogdon,MIL,1982.39,2017
Malcolm Delaney,ATL,1247.55,2017
Malik Beasley,DEN,164.895,2017
Manny Harris,DAL,24.75,2017
Manu Ginobili,SAS,1291.45,2017
Marc Gasol,MEM,2531.0333333333333,2017
Marcelo Huertas,LAL,236.56166666666667,2017
Marcin Gortat,WAS,2555.4783333333335,2017
Marco Belinelli,CHA,1777.5633333333333,2017
Marcus Georges-Hunt,ORL,47.516666666666666,2017
Marcus Morris Sr.,DET,2565.09,2017
Marcus Smart,BOS,2399.2883333333334,2017
Marcus Thornton,WAS,574.6716666666666,2017
Mario Hezonja,ORL,960.2833333333333,2017
Markieff Morris,WAS,2374.3333333333335,2017
Marquese Chriss,PHX,1743.36,2017
Marreese Speights,LAC,1285.8616666666667,2017
Marshall Plumlee,NYK,170.18,2017
Marvin Williams,CHA,2294.5433333333335,2017
Mason Plumlee,DEN,2147.58,2017
Matt Barnes,GSW,1775.9133333333334,2017
Matthew Dellavedova,MIL,1986.0016666666668,2017
Maurice Harkless,POR,2223.0633333333335,2017
Maurice Ndour,NYK,331.455,2017
Metta World Peace,LAL,160.33,2017
Meyers Leonard,POR,1221.9033333333334,2017
Michael Beasley,MIL,934.5,2017
Michael Carter-Williams,CHI,846.4516666666667,2017
Michael Gbinije,DET,31.55,2017
Michael Kidd-Gilchrist,CHA,2349.4083333333333,2017
Mike Conley,MEM,2291.8633333333332,2017
Mike Dunleavy,ATL,840.9383333333334,2017
Mike Miller,DEN,150.54333333333332,2017
Mike Muscala,ATL,1236.8616666666667,2017
Mike Scott,ATL,194.95666666666668,2017
Mike Tobey,CHA,25.183333333333334,2017
Miles Plumlee,CHA,484.61,2017
Mindaugas Kuzminskas,NYK,1016.3083333333333,2017
Mirza Teletovic,MIL,1133.3583333333333,2017
Monta Ellis,IND,1997.7083333333333,2017
Montrezl Harrell,HOU,1063.5583333333334,2017
Myles Turner,IND,2541.005,2017
Nemanja Bjelica,MIN,1189.645,2017
Nene,HOU,1197.73,2017
Nerlens Noel,DAL,1046.8233333333333,2017
Nick Collison,OKC,127.77333333333333,2017
Nick Young,LAL,1556.2666666666667,2017
Nicolas Batum,CHA,2617.2483333333334,2017
Nicolas Brussino,DAL,521.3783333333333,2017
Nicolas Laprovittola,SAS,173.95333333333335,2017
Nik Stauskas,PHI,2187.7116666666666,2017
Nikola Jokić,DEN,2037.7283333333332,2017
Nikola Mirotic,CHI,1678.9116666666666,2017
Nikola Vučević,ORL,2162.735,2017
Noah Vonleh,POR,1265.375,2017
Norman Powell,TOR,1367.6516666666666,2017
Norris Cole,OKC,124.92666666666666,2017
Okaro White,MIA,471.175,2017
Omer Asik,NOP,482.12333333333333,2017
Omri Casspi,MIN,642.155,2017
Otto Porter Jr.,WAS,2605.0716666666667,2017
P.J. Tucker,TOR,2235.895,2017
Pascal Siakam,TOR,859.0866666666667,2017
Pat Connaughton,POR,315.94666666666666,2017
Patricio Garino,ORL,43.11666666666667,2017
Patrick Beverley,HOU,2057.963333333333,2017
Patrick McCaw,GSW,1073.995,2017
Patrick Patterson,TOR,1598.5316666666668,2017
Patty Mills,SAS,1754.4133333333334,2017
Pau Gasol,SAS,1626.735,2017
Paul George,IND,2689.346666666667,2017
Paul Millsap,ATL,2342.83,2017
Paul Pierce,LAC,277.09833333333336,2017
Paul Zipser,CHI,843.38,2017
Pierre Jackson,DAL,84.40166666666667,2017
Quincy Acy,BKN,557.7333333333333,2017
Quinn Cook,NOP,187.46,2017
RJ Hunter,CHI,9.15,2017
Rajon Rondo,CHI,1842.7016666666666,2017
Rakeem Christmas,IND,219.38833333333332,2017
Ramon Sessions,CHA,810.6766666666666,2017
Randy Foye,BKN,1284.2783333333334,2017
Rashad Vaughn,MIL,458.5366666666667,2017
Raul Neto,UTA,345.90166666666664,2017
Raymond Felton,LAC,1699.8283333333334,2017
Reggie Bullock Jr.,DET,466.79333333333335,2017
Reggie Jackson,DET,1424.395,2017
Reggie Williams,NOP,79.45333333333333,2017
Richard Jefferson,CLE,1613.61,2017
Richaun Holmes,PHI,1192.7,2017
Ricky Rubio,MIN,2469.11,2017
Robert Covington,PHI,2118.57,2017
Robin Lopez,CHI,2270.7566666666667,2017
Rodney Hood,UTA,1593.2733333333333,2017
Rodney McGruder,MIA,1965.8866666666668,2017
Rodney Stuckey,IND,696.18,2017
Ron Baker,NYK,857.0333333333333,2017
Rondae Hollis-Jefferson,BKN,1761.4083333333333,2017
Ronnie Price,PHX,134.195,2017
Roy Hibbert,DEN,682.31,2017
Rudy Gay,SAC,1012.8916666666667,2017
Rudy Gobert,UTA,2743.7466666666664,2017
Russell Westbrook,OKC,2801.7483333333334,2017
Ryan Anderson,HOU,2116.391666666667,2017
Ryan Kelly,ATL,110.13333333333334,2017
Salah Mejri,DAL,905.0833333333334,2017
Sam Dekker,HOU,1419.065,2017
Sasha Vujacic,NYK,408.22833333333335,2017
Sean Kilpatrick,BKN,1753.5566666666666,2017
Semaj Christon,OKC,972.6416666666667,2017
Serge Ibaka,TOR,2422.08,2017
Sergio Rodriguez,PHI,1517.4116666666666,2017
Seth Curry,DAL,2029.03,2017
Shabazz Muhammad,MIN,1515.5216666666668,2017
Shabazz Napier,POR,512.2816666666666,2017
Shaun Livingston,GSW,1344.7466666666667,2017
Shawn Long,PHI,233.615,2017
Sheldon Mac,WAS,286.7633333333333,2017
Shelvin Mack,UTA,1205.1266666666668,2017
Skal Labissiere,SAC,611.6383333333333,2017
Solomon Hill,NOP,2374.3016666666667,2017
Spencer Dinwiddie,BKN,1333.7416666666666,2017
Spencer Hawes,MIL,797.1283333333333,2017
Stanley Johnson,DET,1370.625,2017
Stephen Curry,GSW,2638.555,2017
Stephen Zimmerman,ORL,107.76,2017
Steve Novak,MIL,21.916666666666668,2017
Steven Adams,OKC,2389.365,2017
T.J. McConnell,PHI,2133.3966666666665,2017
T.J. Warren,PHX,2048.03,2017
Taj Gibson,OKC,1988.5583333333334,2017
Tarik Black,LAL,1090.8983333333333,2017
Taurean Prince,ATL,981.4416666666667,2017
Terrence Jones,MIL,1270.8566666666666,2017
Terrence Ross,ORL,1954.9666666666667,2017
Terry Rozier,BOS,1263.0383333333334,2017
Thabo Sefolosha,ATL,1595.565,2017
Thaddeus Young,IND,2236.5916666666667,2017
Thomas Robinson,LAL,560.4083333333333,2017
Thon Maker,MIL,562.1883333333334,2017
Tiago Splitter,PHI,75.96666666666667,2017
Tim Frazier,NOP,1524.6516666666666,2017
Tim Hardaway Jr.,ATL,2153.475,2017
Tim Quarterman,POR,80.04166666666667,2017
Timofey Mozgov,LAL,1103.86,2017
Timothe Luwawu-Cabarrot,PHI,1189.91,2017
Tobias Harris,DET,2566.443333333333,2017
Tomas Satoransky,WAS,719.2083333333334,2017
Toney Douglas,MEM,393.80333333333334,2017
Tony Allen,MEM,1913.7383333333332,2017
Tony Parker,SAS,1587.0266666666666,2017
Tony Snell,MIL,2335.655,2017
Treveon Graham,CHA,188.90333333333334,2017
Trevor Ariza,HOU,2772.61,2017
Trevor Booker,BKN,1754.315,2017
Trey Burke,WAS,702.79,2017
Trey Lyles,UTA,1158.35,2017
Tristan Thompson,CLE,2336.3816666666667,2017
Troy Daniels,MEM,1183.3016666666667,2017
Troy Williams,HOU,556.5866666666667,2017
Ty Lawson,SAC,1732.1233333333332,2017
Tyler Ennis,LAL,588.1466666666666,2017
Tyler Johnson,MIA,2177.483333333333,2017
Tyler Ulis,PHX,1122.73,2017
Tyler Zeller,BOS,524.655,2017
Tyreke Evans,SAC,788.065,2017
Tyson Chandler,PHX,1297.61,2017
Tyus Jones,MIN,774.3883333333333,2017
Udonis Haslem,MIA,130.17666666666668,2017
Victor Oladipo,OKC,2222.6383333333333,2017
Vince Carter,MEM,1799.56,2017
Wade Baldwin IV,MEM,404.955,2017
Wayne Ellington,MIA,1499.7166666666667,2017
Wayne Selden,MEM,236.00333333333333,2017
Wesley Johnson,LAC,810.1183333333333,2017
Wesley Matthews,DAL,2494.805,2017
Will Barton,DEN,1705.0566666666666,2017
Willie Cauley-Stein,SAC,1420.79,2017
Willie Reed,MIA,1030.7166666666667,2017
Willy Hernangomez,NYK,1324.41,2017
Wilson Chandler,DEN,2196.6833333333334,2017
Yogi Ferrell,DAL,1197.0116666666668,2017
Zach LaVine,MIN,1748.8033333333333,2017
Zach Randolph,MEM,1786.235,2017
Zaza Pachulia,GSW,1268.3333333333333,2017
Aaron Brooks,MIN,189.41333333333333,2018
Aaron Gordon,ORL,1909.0783333333334,2018
Aaron Harrison,DAL,233.25166666666667,2018
Aaron Jackson,HOU,34.5,2018
Abdel Nader,BOS,521.5266666666666,2018
Adreian Payne,ORL,42.54833333333333,2018
Al Horford,BOS,2277.025,2018
Al Jefferson,IND,483.56,2018
Al-Farouq Aminu,POR,2072.1716666666666,2018
Alan Williams,PHX,70.335,2018
Alec Burks,UTA,1058.66,2018
Alec Peters,PHX,224.855,2018
Alex Abrines,OKC,1134.1866666666667,2018
Alex Caruso,LAL,561.91,2018
Alex Len,PHX,1395.3466666666666,2018
Alex Poythress,IND,104.125,2018
Alfonzo McKinnie,TOR,53.43833333333333,2018
Allen Crabbe,BKN,2197.2,2018
Amir Johnson,PHI,1170.3016666666667,2018
Andre Drummond,DET,2624.8483333333334,2018
Andre Iguodala,GSW,1622.4783333333332,2018
Andre Ingram,LAL,64.13333333333334,2018
Andre Roberson,OKC,1036.6783333333333,2018
Andrew Bogut,LAL,216.395,2018
Andrew Harrison,MEM,1326.2716666666668,2018
Andrew White III,ATL,209.10666666666665,2018
Andrew Wiggins,MIN,2978.7033333333334,2018
Ante Zizic,CLE,214.24,2018
Anthony Brown,MIN,3.7333333333333334,2018
Anthony Davis,NOP,2727.2366666666667,2018
Anthony Tolliver,DET,1757.055,2018
Antonio Blakeney,CHI,313.9,2018
Antonius Cleveland,ATL,122.53,2018
Aron Baynes,BOS,1484.4933333333333,2018
Arron Afflalo,ORL,681.575,2018
Austin Rivers,LAC,2056.5916666666667,2018
Avery Bradley,LAC,1433.07,2018
Bam Adebayo,MIA,1368.185,2018
Ben McLemore,MEM,1090.62,2018
Ben Moore,IND,9.283333333333333,2018
Ben Simmons,PHI,2731.5533333333333,2018
Bismack Biyombo,ORL,1494.89,2018
Blake Griffin,DET,1969.8216666666667,2018
Boban Marjanovic,LAC,337.87,2018
Bobby Brown,HOU,114.93333333333334,2018
Bobby Portis,CHI,1642.52,2018
Bogdan Bogdanović,SAC,2175.155,2018
Bojan Bogdanovic,IND,2464.4616666666666,2018
Bradley Beal,WAS,2976.701666666667,2018
Brandan Wright,HOU,380.875,2018
Brandon Ingram,LAL,1974.5616666666667,2018
Brandon Jennings,MIL,205.14333333333335,2018
Brandon Paul,SAS,575.84,2018
Briante Weber,MEM,236.50333333333333,2018
Brice Johnson,MEM,97.96666666666667,2018
Brook Lopez,LAL,1734.9466666666667,2018
Bruno Caboclo,SAC,106.29833333333333,2018
Bryn Forbes,SAS,1516.8916666666667,2018
Buddy Hield,SAC,2024.2316666666666,2018
C.J. Williams,LAC,706.5016666666667,2018
CJ McCollum,POR,2923.67,2018
CJ Miles,TOR,1336.5,2018
Caleb Swanigan,POR,189.34666666666666,2018
Cameron Payne,CHI,581.5233333333333,2018
Caris LeVert,BKN,1863.6833333333334,2018
Carmelo Anthony,OKC,2501.14,2018
Cedi Osman,CLE,672.4933333333333,2018
Chandler Parsons,MEM,691.3833333333333,2018
Channing Frye,LAL,694.8583333333333,2018
Charles Cooke,NOP,38.105,2018
Cheick Diallo,NOP,580.95,2018
Chinanu Onuaku,HOU,21.566666666666666,2018
Chris Boucher,GSW,1.3166666666666667,2018
Chris McCullough,WAS,89.76666666666667,2018
Chris Paul,HOU,1846.5566666666666,2018
Clint Capela,HOU,2034.1083333333333,2018
Cody Zeller,CHA,627.1833333333333,2018
Cole Aldrich,MIN,48.69833333333333,2018
Corey Brewer,OKC,1208.5183333333334,2018
Cory Joseph,IND,2209.9183333333335,2018
Courtney Lee,NYK,2309.9783333333335,2018
Cristiano Felicio,CHI,977.45,2018
D'Angelo Russell,BKN,1233.715,2018
D.J. Augustin,ORL,1760.0483333333334,2018
D.J. Wilson,MIL,71.09833333333333,2018
Dakari Johnson,OKC,161.37,2018
Damian Jones,GSW,88.71166666666667,2018
Damian Lillard,POR,2669.89,2018
Damien Wilkins,IND,152.405,2018
Damion Lee,ATL,404.4116666666667,2018
Damyean Dotson,NYK,474.06166666666667,2018
Daniel Hamilton,OKC,27.72833333333333,2018
Daniel Theis,BOS,935.63,2018
Danilo Gallinari,LAC,671.055,2018
Danny Green,SAS,1791.0866666666666,2018
Dante Cunningham,BKN,1561.885,2018
Danté Exum,UTA,234.51833333333335,2018
Danuel House Jr.,PHX,402.625,2018
Dario Šarić,PHI,2310.07,2018
Darius Miller,NOP,1944.44,2018
Darrell Arthur,DEN,140.77166666666668,2018
Darren Collison,IND,2018.36,2018
Darrun Hilliard,SAS,95.195,2018
David Nwaba,CHI,1645.9533333333334,2018
David Stockton,UTA,9.333333333333334,2018
David West,GSW,998.6966666666667,2018
Davis Bertans,SAS,1086.2083333333333,2018
Davon Reed,PHX,242.15833333333333,2018
De'Aaron Fox,SAC,2025.53,2018
DeAndre Jordan,LAC,2423.4366666666665,2018
DeAndre Liggins,NOP,723.5583333333333,2018
DeAndre' Bembry,ATL,455.21666666666664,2018
DeMar DeRozan,TOR,2711.721666666667,2018
DeMarcus Cousins,NOP,1737.07,2018
DeMarre Carroll,BKN,2179.7166666666667,2018
Dejounte Murray,SAS,1742.925,2018
Delon Wright,TOR,1432.7233333333334,2018
Demetrius Jackson,PHI,79.95,2018
Dennis Schröder,ATL,2077.9216666666666,2018
Dennis Smith Jr.,DAL,2049.105,2018
Denzel Valentine,CHI,2095.141666666667,2018
Derrick Favors,UTA,2153.4016666666666,2018
Derrick Jones Jr.,MIA,245.17166666666665,2018
Derrick Rose,MIN,419.24,2018
Derrick Walton Jr.,MIA,147.21333333333334,2018
Derrick White,SAS,138.72833333333332,2018
Derrick Williams,LAL,8.525,2018
Devin Booker,PHX,1865.2966666666666,2018
Devin Harris,DEN,1339.5216666666668,2018
Devin Robinson,WAS,13.213333333333333,2018
Dewayne Dedmon,ATL,1542.2733333333333,2018
Deyonta Davis,MEM,942.6733333333333,2018
Dillon Brooks,MEM,2349.8316666666665,2018
Dion Waiters,MIA,917.53,2018
Dirk Nowitzki,DAL,1900.3383333333334,2018
Domantas Sabonis,IND,1810.12,2018
Donovan Mitchell,UTA,2638.11,2018
Dorian Finney-Smith,DAL,448.34,2018
Doug McDermott,DAL,1768.0016666666668,2018
Dragan Bender,PHX,2069.38,2018
Draymond Green,GSW,2286.8533333333335,2018
Dwayne Bacon,CHA,712.9983333333333,2018
Dwight Buycks,DET,427.2366666666667,2018
Dwight Howard,CHA,2463.3433333333332,2018
Dwight Powell,DAL,1671.745,2018
Dwyane Wade,MIA,1536.1133333333332,2018
E'Twaun Moore,NOP,2585.858333333333,2018
Ed Davis,POR,1470.885,2018
Edmond Sumner,IND,2.1666666666666665,2018
Ekpe Udoh,UTA,809.6716666666666,2018
Elfrid Payton,PHX,1808.51,2018
Emeka Okafor,NOP,353.235,2018
Emmanuel Mudiay,NYK,1244.2233333333334,2018
Enes Freedom,NYK,1829.7,2018
Eric Bledsoe,MIL,2321.6133333333332,2018
Eric Gordon,HOU,2153.983333333333,2018
Eric Moreland,DET,805.115,2018
Erik McCree,UTA,7.5216666666666665,2018
Ersan Ilyasova,PHI,1729.6483333333333,2018
Evan Fournier,ORL,1837.215,2018
Evan Turner,POR,2033.8283333333334,2018
Frank Kaminsky,CHA,1835.1883333333333,2018
Frank Mason III,SAC,983.9933333333333,2018
Frank Ntilikina,NYK,1705.6483333333333,2018
Fred VanVleet,TOR,1520.0883333333334,2018
Furkan Korkmaz,PHI,79.73333333333333,2018
Garrett Temple,SAC,1615.0766666666666,2018
Gary Harris,DEN,2304.55,2018
Gary Payton II,LAL,220.86,2018
George Hill,CLE,1812.1266666666668,2018
Georges Niang,UTA,31.68,2018
Georgios Papagiannis,POR,121.61166666666666,2018
Gerald Green,HOU,929.155,2018
Gian Clavell,DAL,63.63333333333333,2018
Giannis Antetokounmpo,MIL,2756.2033333333334,2018
Glenn Robinson III,IND,337.77666666666664,2018
Goran Dragic,MIA,2377.545,2018
Gordon Hayward,BOS,5.25,2018
Gorgui Dieng,MIN,1332.615,2018
Greg Monroe,BOS,1040.8483333333334,2018
Guerschon Yabusele,BOS,235.05666666666667,2018
Harrison Barnes,DAL,2634.47,2018
Hassan Whiteside,MIA,1364.07,2018
Henry Ellenson,DET,328.92333333333335,2018
Ian Clark,NOP,1454.34,2018
Ian Mahinmi,WAS,1145.3266666666666,2018
Ike Anigbogu,IND,29.79,2018
Iman Shumpert,SAC,276.195,2018
Isaiah Canaan,PHX,421.6933333333333,2018
Isaiah Hicks,NYK,239.47,2018
Isaiah Taylor,ATL,1167.0116666666668,2018
Isaiah Thomas,LAL,861.68,2018
Isaiah Whitehead,BKN,179.65833333333333,2018
Ish Smith,DET,2042.635,2018
Ivan Rabb,MEM,515.61,2018
Ivica Zubac,LAL,409.82166666666666,2018
J.J. Barea,DAL,1603.2616666666668,2018
JJ Redick,PHI,2115.8533333333335,2018
JR Smith,CLE,2244.145,2018
JaKarr Sampson,SAC,344.21666666666664,2018
JaMychal Green,MEM,1541.8133333333333,2018
JaVale McGee,GSW,615.3866666666667,2018
Jabari Bird,BOS,114.53,2018
Jabari Parker,MIL,742.7483333333333,2018
Jack Cooley,SAC,87.27333333333333,2018
Jacob Pullen,PHI,6.083333333333333,2018
Jacob Wiley,BKN,33.25666666666667,2018
Jae Crowder,UTA,2089.545,2018
Jahlil Okafor,BKN,352.83166666666665,2018
Jake Layman,POR,160.32666666666665,2018
Jakob Poeltl,TOR,1523.545,2018
Jalen Jones,DAL,181.37166666666667,2018
Jamal Crawford,MIN,1653.2583333333334,2018
Jamal Murray,DEN,2564.7183333333332,2018
Jameel Warney,DAL,26.85,2018
Jameer Nelson,DET,1013.165,2018
Jamel Artis,ORL,279.0083333333333,2018
James Ennis III,DET,1604.03,2018
James Harden,HOU,2550.785,2018
James Johnson,MIA,1943.2866666666666,2018
James Michael McAdoo,PHI,17.95,2018
James Webb III,BKN,119.93166666666667,2018
James Young,PHI,61.108333333333334,2018
Jamil Wilson,LAC,273.75666666666666,2018
Jared Dudley,PHX,686.485,2018
Jarell Eddie,CHI,8.616666666666667,2018
Jarell Martin,MEM,1660.6266666666668,2018
Jarrett Allen,BKN,1441.115,2018
Jarrett Jack,NYK,1547.5683333333334,2018
Jason Smith,WAS,284.74666666666667,2018
Jason Terry,MIL,813.6466666666666,2018
Jawun Evans,LAC,777.8583333333333,2018
Jaylen Brown,BOS,2151.745,2018
Jaylen Morris,ATL,98.49,2018
Jayson Tatum,BOS,2442.911666666667,2018
Jeff Green,CLE,1827.8,2018
Jeff Teague,MIN,2311.2616666666668,2018
Jeff Withey,DAL,39.3,2018
Jerami Grant,OKC,1647.1116666666667,2018
Jeremy Evans,ATL,5.35,2018
Jeremy Lamb,CHA,1967.36,2018
Jeremy Lin,BKN,25.183333333333334,2018
Jerian Grant,CHI,1686.33,2018
Jerryd Bayless,PHI,924.6916666666667,2018
Jimmy Butler III,MIN,2163.9966666666664,2018
Joakim Noah,NYK,40.145,2018
Jodie Meeks,WAS,1118.7283333333332,2018
Joe Harris,BKN,1974.5983333333334,2018
Joe Ingles,UTA,2578.4983333333334,2018
Joe Johnson,HOU,1204.75,2018
Joe Young,IND,558.1166666666667,2018
Joel Bolomboy,MIL,37.66,2018
Joel Embiid,PHI,1912.135,2018
Joffrey Lauvergne,SAS,533.9083333333333,2018
John Collins,ATL,1784.62,2018
John Henson,MIL,1969.505,2018
John Holland,CLE,174.44166666666666,2018
John Wall,WAS,1409.83,2018
Johnathan Motley,DAL,175.765,2018
Johnny O'Bryant III,CHA,379.06166666666667,2018
Jon Leuer,DET,136.46666666666667,2018
Jonas Jerebko,UTA,1133.515,2018
Jonas Valančiūnas,TOR,1727.24,2018
Jonathan Gibson,BOS,39.935,2018
Jonathan Isaac,ORL,535.4116666666666,2018
Jonathon Simmons,ORL,2029.2466666666667,2018
Jordan Bell,GSW,808.9133333333333,2018
Jordan Clarkson,CLE,1887.3983333333333,2018
Jordan Crawford,NOP,53.28333333333333,2018
Jordan Mickey,MIA,284.05833333333334,2018
Jose Calderon,CLE,914.325,2018
Josh Gray,PHX,86.43333333333334,2018
Josh Hart,LAL,1460.5216666666668,2018
Josh Huestis,OKC,981.5483333333333,2018
Josh Jackson,PHX,1959.2183333333332,2018
Josh Magette,ATL,216.165,2018
Josh McRoberts,DAL,5.75,2018
Josh Richardson,MIA,2689.475,2018
Josh Smith,NOP,11.821666666666667,2018
Jrue Holiday,NOP,2926.733333333333,2018
Juancho Hernangomez,DEN,277.08,2018
Julius Randle,LAL,2190.383333333333,2018
Julyan Stone,CHA,174.755,2018
Justin Anderson,PHI,519.15,2018
Justin Holiday,CHI,2264.925,2018
Justin Jackson,SAC,1506.2583333333334,2018
Justin Patton,MIN,3.7333333333333334,2018
Justise Winslow,MIA,1680.4566666666667,2018
Jusuf Nurkić,POR,2088.11,2018
Kadeem Allen,BOS,107.18833333333333,2018
Karl-Anthony Towns,MIN,2918.1883333333335,2018
Kawhi Leonard,SAS,209.86166666666668,2018
Kay Felder,DET,139.54166666666666,2018
Kelly Olynyk,MIA,1778.6816666666666,2018
Kelly Oubre Jr.,WAS,2230.6566666666668,2018
Kemba Walker,CHA,2735.8783333333336,2018
Kendrick Perkins,CLE,14.533333333333333,2018
Kenneth Faried,DEN,460.75333333333333,2018
Kent Bazemore,ATL,1789.4416666666666,2018
Kentavious Caldwell-Pope,LAL,2457.905,2018
Kevin Durant,GSW,2325.095,2018
Kevin Love,CLE,1651.0083333333334,2018
Kevon Looney,GSW,910.07,2018
Khem Birch,ORL,578.4066666666666,2018
Khris Middleton,MIL,2981.965,2018
Klay Thompson,GSW,2504.2166666666667,2018
Kobi Simmons,MEM,643.0933333333334,2018
Kosta Koufos,SAC,1391.065,2018
Kris Dunn,CHI,1524.8333333333333,2018
Kristaps Porziņģis,NYK,1553.1683333333333,2018
Kyle Anderson,SAS,1978.39,2018
Kyle Collinsworth,DAL,479.5566666666667,2018
Kyle Korver,CLE,1573.8716666666667,2018
Kyle Kuzma,LAL,2400.905,2018
Kyle Lowry,TOR,2509.6066666666666,2018
Kyle O'Quinn,NYK,1386.595,2018
Kyle Singler,OKC,58.845,2018
Kyrie Irving,BOS,1931.425,2018
LaMarcus Aldridge,SAS,2508.6183333333333,2018
Lance Stephenson,IND,1850.0283333333334,2018
Lance Thomas,NYK,1353.0583333333334,2018
Langston Galloway,DET,863.445,2018
Larry Drew II,NOP,70.04166666666667,2018
Larry Nance Jr.,CLE,1420.5183333333334,2018
Lauri Markkanen,CHI,2020.02,2018
LeBron James,CLE,3025.588333333333,2018
London Perrantes,CLE,65.52333333333333,2018
Lonzo Ball,LAL,1780.0566666666666,2018
Lorenzo Brown,TOR,138.55,2018
Lou Williams,LAC,2589.09,2018
Luc Mbah a Moute,HOU,1564.3466666666666,2018
Lucas Nogueira,TOR,417.84,2018
Luis Montero,DET,7.95,2018
Luke Babbitt,MIA,714.7533333333333,2018
Luke Kennard,DET,1462.7733333333333,2018
Luke Kornet,NYK,326.48833333333334,2018
Luol Deng,LAL,13.133333333333333,2018
Malachi Richardson,TOR,323.315,2018
Malcolm Brogdon,MIL,1436.0166666666667,2018
Malcolm Delaney,ATL,1014.1666666666666,2018
Malcolm Miller,TOR,125.75,2018
Malik Beasley,DEN,582.7316666666667,2018
Malik Monk,CHA,853.505,2018
Mangok Mathiang,CHA,19.8,2018
Manu Ginobili,SAS,1298.9183333333333,2018
MarShon Brooks,MEM,192.58333333333334,2018
Marc Gasol,MEM,2408.335,2018
Marcin Gortat,WAS,2074.495,2018
Marco Belinelli,PHI,1946.7316666666666,2018
Marcus Georges-Hunt,MIN,224.36166666666668,2018
Marcus Morris Sr.,BOS,1442.055,2018
Marcus Paige,CHA,28.016666666666666,2018
Marcus Smart,BOS,1613.5883333333334,2018
Mario Chalmers,MEM,1421.3516666666667,2018
Mario Hezonja,ORL,1657.0433333333333,2018
Markel Brown,HOU,31.483333333333334,2018
Markelle Fultz,PHI,252.98166666666665,2018
Markieff Morris,WAS,1967.7533333333333,2018
Marquese Chriss,PHX,1526.9,2018
Marquis Teague,MEM,73.78333333333333,2018
Marreese Speights,ORL,675.0333333333333,2018
Marshall Plumlee,MIL,51.75333333333333,2018
Marvin Williams,CHA,2005.8516666666667,2018
Mason Plumlee,DEN,1439.45,2018
Matt Costello,SAS,32.2,2018
Matt Williams Jr.,MIA,11.4,2018
Matthew Dellavedova,MIL,712.495,2018
Maurice Harkless,POR,1263.77,2018
Maxi Kleber,DAL,1206.1083333333333,2018
Meyers Leonard,POR,253.63666666666666,2018
Michael Beasley,NYK,1653.4416666666666,2018
Michael Carter-Williams,CHA,834.7433333333333,2018
Michael Kidd-Gilchrist,CHA,1850.2883333333334,2018
Mike Conley,MEM,373.23833333333334,2018
Mike James,NOP,686.4883333333333,2018
Mike Muscala,ATL,1060.0866666666666,2018
Mike Scott,WAS,1406.315,2018
Miles Plumlee,ATL,917.6316666666667,2018
Milos Teodosic,LAC,1134.055,2018
Milton Doyle,BKN,124.51666666666667,2018
Mindaugas Kuzminskas,NYK,1.85,2018
Mirza Teletovic,MIL,159.16333333333333,2018
Montrezl Harrell,LAC,1293.175,2018
Monté Morris,DEN,25.285,2018
Myke Henry,MEM,378.07666666666665,2018
Myles Turner,IND,1836.155,2018
Nate Wolters,UTA,18.783333333333335,2018
Naz Mitrou-Long,UTA,0.5166666666666667,2018
Nemanja Bjelica,MIN,1370.9583333333333,2018
Nene,HOU,758.4066666666666,2018
Nerlens Noel,DAL,471.64,2018
Nick Collison,OKC,74.80666666666667,2018
Nick Young,GSW,1393.1716666666666,2018
Nicolas Batum,CHA,1980.8233333333333,2018
Nicolas Brussino,ATL,9.91,2018
Nigel Hayes-Davis,SAC,122.17166666666667,2018
Nik Stauskas,BKN,523.3,2018
Nikola Jokić,DEN,2442.505,2018
Nikola Mirotic,NOP,1493.98,2018
Nikola Vučević,ORL,1683.1283333333333,2018
Noah Vonleh,CHI,875.6633333333333,2018
Norman Powell,TOR,1061.5366666666666,2018
OG Anunoby,TOR,1481.4616666666666,2018
Okaro White,CLE,79.56333333333333,2018
Omari Johnson,MEM,75.1,2018
Omer Asik,CHI,182.12666666666667,2018
Omri Casspi,GSW,741.5933333333334,2018
Otto Porter Jr.,WAS,2431.536666666667,2018
P.J. Tucker,HOU,2281.1866666666665,2018
PJ Dozier,OKC,3.1883333333333335,2018
Pascal Siakam,TOR,1679.2266666666667,2018
Pat Connaughton,POR,1487.8533333333332,2018
Patrick Beverley,LAC,333.54833333333335,2018
Patrick McCaw,GSW,961.1333333333333,2018
Patrick Patterson,OKC,1269.9183333333333,2018
Patty Mills,SAS,2107.2516666666666,2018
Pau Gasol,SAS,1811.9216666666666,2018
Paul George,OKC,2890.7383333333332,2018
Paul Millsap,DEN,1143.4766666666667,2018
Paul Zipser,CHI,824.0,2018
Quincy Acy,BKN,1359.2216666666666,2018
Quincy Pondexter,CHI,195.69166666666666,2018
Quinn Cook,GSW,740.5033333333333,2018
RJ Hunter,HOU,45.07833333333333,2018
Rajon Rondo,NOP,1704.965,2018
Ramon Sessions,WAS,392.45166666666665,2018
Rashad Vaughn,ORL,211.96833333333333,2018
Raul Neto,UTA,498.1566666666667,2018
Raymond Felton,OKC,1364.7183333333332,2018
Reggie Bullock Jr.,DET,1731.56,2018
Reggie Hearn,DET,6.626666666666667,2018
