Player,Offense,Defense(*),Total
Rayan Rupert,-2.5 (28),1.3 (26),-3.8 (25)
Malachi Flynn,-1.9 (37),1.9 (7),-3.8 (25)
Julian Phillips,-2.8 (22),1.0 (36),-3.8 (25)
Jarace Walker,-2.8 (22),1.0 (36),-3.8 (24)
James Johnson,-3.5 (10),0.3 (57),-3.8 (24)
Jontay Porter,-2.8 (21),1.0 (34),-3.8 (24)
Trey Jemison III,-2.5 (26),1.3 (24),-3.8 (24)
David Duke Jr.,-2.5 (26),1.3 (23),-3.8 (24)
Bryce McGowens,-2.7 (24),1.1 (33),-3.8 (23)
Colby Jones,-3.2 (16),0.6 (50),-3.8 (23)
Johnny Davis,-3.0 (20),0.9 (41),-3.9 (23)
Jaden Hardy,-1.6 (44),2.3 (3),-3.9 (23)
Nick Richards,-2.0 (34),1.9 (7),-3.9 (23)
Leaky Black,-3.0 (19),0.9 (40),-3.9 (23)
Ryan Arcidiacono,-3.9 (2),0.0 (66),-3.9 (22)
Bruno Fernando,-2.8 (22),1.1 (32),-3.9 (22)
Keon Johnson,-1.4 (48),2.5 (2),-3.9 (22)
Dereon Seabron,-3.1 (18),0.8 (45),-3.9 (22)
Admiral Schofield,-2.6 (25),1.3 (25),-3.9 (22)
DeAndre Jordan,-2.6 (25),1.3 (25),-3.9 (22)
Ricky Council IV,-2.7 (23),1.2 (27),-3.9 (21)
Torrey Craig,-1.2 (54),2.8 (1),-4.0 (21)
Collin Gillespie,-3.0 (19),1.0 (36),-4.0 (21)
Udoka Azubuike,-2.7 (23),1.3 (25),-4.0 (21)
Jay Huff,-3.2 (15),0.8 (41),-4.0 (21)
Jason Preston,-2.9 (20),1.1 (31),-4.0 (20)
Jacob Gilyard,-2.0 (35),2.1 (4),-4.1 (20)
Keyonte George,-1.9 (37),2.2 (4),-4.1 (20)
Taurean Prince,-1.7 (42),2.4 (2),-4.1 (20)
Braxton Key,-3.3 (14),0.8 (42),-4.1 (20)
Noah Clowney,-3.3 (14),0.8 (42),-4.1 (20)
Jules Bernard,-3.1 (17),1.0 (35),-4.1 (19)
Greg Brown III,-2.8 (22),1.3 (24),-4.1 (19)
Skylar Mays,-2.2 (32),2.0 (6),-4.2 (19)
Stanley Umude,-3.1 (18),1.1 (33),-4.2 (19)
Dru Smith,-3.4 (13),0.8 (44),-4.2 (19)
Chuma Okeke,-3.1 (18),1.1 (32),-4.2 (19)
Omer Yurtseven,-2.2 (31),2.0 (5),-4.2 (18)
Wendell Moore Jr.,-3.2 (16),1.0 (35),-4.2 (18)
Micah Potter,-3.2 (15),1.0 (35),-4.2 (18)
Kenneth Lofton Jr.,-2.8 (23),1.5 (19),-4.3 (18)
Damian Jones,-3.1 (17),1.2 (29),-4.3 (18)
Justin Champagnie,-2.5 (26),1.8 (8),-4.3 (18)
Quenton Jackson,-3.3 (14),1.0 (34),-4.3 (17)
Cam Reddish,-3.1 (18),1.3 (26),-4.4 (17)
Shaquille Harrison,-3.2 (16),1.2 (29),-4.4 (17)
Robin Lopez,-3.5 (11),0.9 (39),-4.4 (17)
Jerome Robinson,-3.5 (11),0.9 (39),-4.4 (17)
Gui Santos,-3.0 (19),1.4 (20),-4.4 (16)
Adama Sanogo,-3.4 (12),1.0 (34),-4.4 (16)
Olivier-Maxence Prosper,-3.2 (16),1.3 (27),-4.5 (16)
Julian Strawther,-2.5 (27),2.0 (5),-4.5 (16)
Jordan Nwora,-1.9 (36),2.6 (2),-4.5 (16)
Isaiah Mobley,-3.4 (13),1.1 (31),-4.5 (16)
JD Davison,-3.5 (10),1.0 (34),-4.5 (15)
Matt Hurt,-3.6 (8),0.9 (38),-4.5 (15)
Maozinha Pereira,-3.9 (1),0.6 (48),-4.5 (15)
Jalen Pickett,-3.6 (9),1.0 (37),-4.6 (15)
Kobe Brown,-3.0 (19),1.7 (11),-4.7 (15)
Leonard Miller,-3.5 (11),1.2 (28),-4.7 (15)
Nate Hinton,-3.4 (13),1.3 (25),-4.7 (14)
Ron Harper Jr.,-3.2 (16),1.5 (17),-4.7 (14)
Oscar Tshiebwe,-3.6 (9),1.1 (31),-4.7 (14)
Tosan Evbuomwan,-3.0 (18),1.7 (10),-4.7 (14)
Doug McDermott,-0.7 (62),4.1 (0),-4.8 (14)
DaQuan Jeffries,-3.9 (3),0.9 (40),-4.8 (13)
Kobe Bufkin,-4.2 (0),0.6 (49),-4.8 (13)
Onuralp Bitim,-3.3 (14),1.5 (17),-4.8 (13)
Kendall Brown,-3.8 (4),1.0 (34),-4.8 (13)
Nick Smith Jr.,-3.2 (16),1.6 (14),-4.8 (13)
Hunter Tyson,-3.7 (8),1.1 (31),-4.8 (13)
Javonte Smart,-3.2 (15),1.6 (13),-4.8 (12)
Javon Freeman-Liberty,-3.2 (15),1.6 (13),-4.8 (12)
Andre Jackson Jr.,-2.3 (30),2.6 (2),-4.9 (12)
Marques Bolden,-3.4 (13),1.5 (18),-4.9 (12)
Dariq Whitehead,-2.9 (20),2.0 (5),-4.9 (12)
Jahmi'us Ramsey,-3.2 (15),1.7 (9),-4.9 (12)
DeJon Jarreau,-3.6 (8),1.3 (23),-4.9 (11)
Zavier Simpson,-3.5 (10),1.4 (20),-4.9 (11)
Jack White,-3.6 (8),1.3 (23),-4.9 (11)
Bilal Coulibaly,-2.8 (23),2.2 (4),-5.0 (11)
Jamaree Bouyea,-3.6 (9),1.4 (21),-5.0 (11)
Cole Swider,-3.5 (11),1.5 (18),-5.0 (11)
Jordan Ford,-3.5 (11),1.5 (18),-5.0 (10)
Dylan Windler,-3.5 (11),1.5 (18),-5.0 (10)
Amari Bailey,-3.4 (12),1.6 (14),-5.0 (10)
Brandon Williams,-3.1 (17),1.9 (6),-5.0 (10)
Mason Jones,-3.7 (6),1.3 (23),-5.0 (10)
RaiQuan Gray,-3.2 (15),1.8 (8),-5.0 (9)
Malaki Branham,-2.2 (31),2.9 (1),-5.1 (9)
Filip Petrusev,-3.7 (7),1.4 (21),-5.1 (9)
Dexter Dennis,-3.8 (5),1.3 (24),-5.1 (9)
Xavier Moon,-3.8 (5),1.3 (24),-5.1 (9)
Charlie Brown Jr.,-3.9 (2),1.2 (28),-5.1 (9)
Drew Peterson,-3.5 (10),1.6 (13),-5.1 (8)
Henri Drell,-3.5 (10),1.6 (12),-5.1 (8)
Brice Sensabaugh,-2.3 (30),2.9 (1),-5.2 (8)
Kaiser Gates,-3.8 (5),1.4 (20),-5.2 (8)
Markquis Nowell,-3.8 (5),1.4 (20),-5.2 (8)
Timmy Allen,-3.8 (3),1.4 (19),-5.2 (8)
Jett Howard,-4.0 (1),1.2 (29),-5.2 (7)
Keyontae Johnson,-3.7 (8),1.5 (17),-5.2 (7)
Chris Livingston,-3.7 (7),1.5 (17),-5.2 (7)
Jalen Slawson,-3.6 (9),1.6 (13),-5.2 (7)
Jalen Hood-Schifino,-3.6 (9),1.6 (13),-5.2 (7)
Adam Flagler,-3.7 (7),1.5 (16),-5.2 (6)
Izaiah Brockington,-3.7 (6),1.5 (15),-5.2 (6)
Maxwell Lewis,-3.9 (3),1.4 (21),-5.3 (6)
Danny Green,-4.1 (0),1.2 (28),-5.3 (6)
E.J. Liddell,-3.8 (6),1.5 (18),-5.3 (6)
Dmytro Skapintsev,-3.8 (4),1.5 (16),-5.3 (6)
Terquavion Smith,-3.4 (12),1.9 (6),-5.3 (5)
Jalen Crutcher,-3.8 (4),1.5 (16),-5.3 (5)
Malcolm Cazalon,-3.7 (7),1.6 (14),-5.3 (5)
Lindell Wigginton,-3.1 (17),2.2 (3),-5.3 (5)
D.J. Wilson,-3.7 (6),1.6 (12),-5.3 (5)
Thanasis Antetokounmpo,-3.4 (13),2.0 (5),-5.4 (5)
Jermaine Samuels Jr.,-3.6 (9),1.8 (9),-5.4 (4)
Jordan Miller,-3.7 (8),1.7 (10),-5.4 (4)
Seth Lundy,-3.7 (7),1.7 (10),-5.4 (4)
Ibou Badji,-4.0 (0),1.4 (20),-5.4 (4)
Pete Nance,-3.9 (2),1.5 (16),-5.4 (4)
Alondes Williams,-3.9 (2),1.5 (16),-5.4 (4)
Pat Spencer,-3.8 (4),1.6 (12),-5.4 (3)
Andrew Funk,-3.9 (1),1.5 (15),-5.4 (3)
Kobi Simmons,-3.8 (3),1.6 (12),-5.4 (3)
Isaiah Wong,-3.8 (3),1.6 (12),-5.4 (3)
Malik Williams,-3.9 (1),1.5 (15),-5.4 (3)
Ish Smith,-3.5 (12),2.0 (5),-5.5 (2)
Gradey Dick,-2.5 (27),3.0 (0),-5.5 (2)
Mouhamadou Gueye,-4.2 (0),1.3 (23),-5.5 (2)
D.J. Carton,-3.9 (2),1.6 (13),-5.5 (2)
Garrett Temple,-3.8 (6),1.8 (9),-5.6 (2)
Colin Castleton,-3.8 (5),1.8 (8),-5.6 (2)
Jacob Toppin,-3.8 (4),1.8 (8),-5.6 (1)
Taze Moore,-3.8 (4),1.8 (8),-5.6 (1)
Isaiah Thomas,-4.1 (0),1.5 (15),-5.6 (1)
Harry Giles III,-3.4 (13),2.3 (3),-5.7 (1)
Nathan Mensah,-4.0 (1),1.7 (10),-5.7 (1)
Justin Jackson,-4.2 (0),1.5 (16),-5.7 (1)
Mouhamed Gueye,-4.0 (1),1.8 (8),-5.8 (0)
Alex Fudge,-3.9 (2),1.9 (6),-5.8 (0)
D'Moi Hodge,-3.8 (5),2.0 (5),-5.8 (0)
Emoni Bates,-3.8 (6),2.3 (2),-6.1 (0)
Scoot Henderson,-2.5 (27),4.0 (0),-6.5 (0)
James Wiseman,-2.9 (21),3.8 (0),-6.7 (0)
