Player,Offense,Defense(*),Total
Justin James,-3.3 (7),0.7 (43),-4.0 (18)
Derrick Walton Jr.,-2.8 (17),1.2 (31),-4.0 (18)
Chimezie Metu,-2.8 (17),1.2 (31),-4.0 (18)
Naz Mitrou-Long,-2.9 (14),1.1 (33),-4.0 (18)
Brandon Goodwin,-3.0 (12),1.0 (36),-4.0 (18)
Zhaire Smith,-2.3 (24),1.7 (13),-4.0 (17)
Kevin Porter Jr.,-2.2 (27),1.9 (9),-4.1 (17)
Khyri Thomas,-2.9 (15),1.2 (30),-4.1 (17)
Gary Payton II,-2.4 (22),1.7 (14),-4.1 (17)
Amir Coffey,-2.8 (16),1.3 (27),-4.1 (17)
Collin Sexton,0.4 (80),4.6 (0),-4.2 (17)
Admiral Schofield,-2.6 (20),1.6 (18),-4.2 (16)
Isaiah Thomas,-1.2 (48),3.0 (1),-4.2 (16)
Chris Clemons,-3.0 (13),1.2 (30),-4.2 (16)
Devon Hall,-3.1 (11),1.1 (33),-4.2 (16)
Daryl Macon,-3.0 (14),1.3 (28),-4.3 (16)
Jarred Vanderbilt,-3.0 (13),1.3 (27),-4.3 (15)
Harry Giles III,-2.0 (30),2.3 (3),-4.3 (15)
Tremont Waters,-3.1 (11),1.2 (29),-4.3 (15)
BJ Johnson,-3.0 (12),1.3 (27),-4.3 (15)
Wenyen Gabriel,-2.7 (19),1.6 (18),-4.3 (15)
Sekou Doumbouya,-2.2 (25),2.1 (4),-4.3 (14)
Jaylen Hoard,-2.7 (18),1.6 (16),-4.3 (14)
Justin Robinson,-3.2 (10),1.2 (31),-4.4 (14)
Damian Jones,-1.1 (51),3.3 (0),-4.4 (14)
Vincent Poirier,-3.0 (13),1.4 (25),-4.4 (14)
Drew Eubanks,-2.8 (17),1.6 (17),-4.4 (13)
Charlie Brown Jr.,-3.2 (9),1.2 (30),-4.4 (13)
Ty Jerome,-3.0 (13),1.4 (24),-4.4 (13)
Alen Smailagic,-2.9 (14),1.5 (20),-4.4 (13)
Paul Watson,-2.8 (16),1.6 (16),-4.4 (13)
Juan Toscano-Anderson,-2.8 (16),1.6 (15),-4.4 (13)
Thanasis Antetokounmpo,-3.1 (12),1.4 (24),-4.5 (12)
Josh Magette,-3.4 (4),1.1 (34),-4.5 (12)
Melvin Frazier Jr.,-3.2 (10),1.4 (24),-4.6 (12)
Shamorie Ponds,-2.8 (17),1.8 (10),-4.6 (12)
Louis King,-3.2 (8),1.4 (23),-4.6 (12)
Jarrod Uthoff,-3.1 (10),1.5 (19),-4.6 (11)
Nigel Williams-Goss,-3.3 (7),1.4 (25),-4.7 (11)
Malik Monk,-1.7 (38),3.0 (1),-4.7 (11)
Anfernee Simons,-1.7 (37),3.0 (1),-4.7 (11)
Brian Bowen II,-3.2 (9),1.5 (21),-4.7 (11)
Matt Mooney,-3.4 (3),1.3 (26),-4.7 (10)
J.P. Macura,-3.2 (8),1.5 (20),-4.7 (10)
Stanton Kidd,-3.3 (7),1.5 (21),-4.8 (10)
Tacko Fall,-3.4 (5),1.4 (24),-4.8 (10)
Rayjon Tucker,-3.0 (12),1.8 (10),-4.8 (10)
Vic Law,-3.5 (2),1.3 (26),-4.8 (10)
Jeremy Pargo,-3.1 (11),1.7 (13),-4.8 (9)
Mfiondu Kabengele,-3.2 (10),1.6 (17),-4.8 (9)
Jordan Bone,-3.2 (9),1.6 (17),-4.8 (9)
Chris Silva,-2.9 (15),2.0 (6),-4.9 (9)
Justin Patton,-3.0 (13),1.9 (8),-4.9 (9)
Vlatko ?an?ar,-3.2 (10),1.7 (14),-4.9 (8)
DaQuan Jeffries,-3.1 (11),1.8 (10),-4.9 (8)
Dewan Hernandez,-3.3 (6),1.6 (16),-4.9 (8)
Max Strus,-3.2 (9),1.7 (14),-4.9 (8)
Cristiano Felicio,-1.5 (40),3.4 (0),-4.9 (8)
Jalen Lecque,-3.4 (4),1.5 (20),-4.9 (7)
Gabe Vincent,-3.4 (3),1.5 (20),-4.9 (7)
Joe Chealey,-3.5 (1),1.4 (23),-4.9 (7)
JR Smith,-2.9 (14),2.0 (6),-4.9 (7)
Jarrell Brantley,-3.4 (5),1.6 (17),-5.0 (7)
Kostas Antetokounmpo,-3.4 (5),1.6 (17),-5.0 (6)
Miye Oni,-2.9 (15),2.1 (5),-5.0 (6)
Dean Wade,-3.1 (11),1.9 (7),-5.0 (6)
Kevin Hervey,-3.6 (1),1.4 (23),-5.0 (6)
Josh Reaves,-3.4 (4),1.6 (16),-5.0 (6)
Eric Mika,-3.3 (6),1.7 (13),-5.0 (6)
Nic Claxton,-3.2 (9),1.9 (8),-5.1 (5)
Josh Gray,-3.5 (2),1.6 (17),-5.1 (5)
Michael Frazier II,-3.5 (2),1.6 (16),-5.1 (5)
Antonius Cleveland,-3.4 (4),1.7 (14),-5.1 (5)
Isaiah Roby,-3.4 (3),1.7 (13),-5.1 (5)
Jeremiah Martin,-2.8 (16),2.3 (3),-5.1 (4)
Marques Bolden,-3.4 (3),1.7 (13),-5.1 (4)
Marial Shayok,-3.3 (6),1.8 (10),-5.1 (4)
Malik Newman,-3.4 (3),1.7 (12),-5.1 (4)
Dusty Hannahs,-3.2 (8),1.9 (7),-5.1 (4)
Tyler Cook,-3.3 (7),1.9 (8),-5.2 (3)
Donta Hall,-2.9 (14),2.3 (2),-5.2 (3)
KZ Okpala,-3.4 (6),1.8 (11),-5.2 (3)
Udonis Haslem,-4.0 (0),1.2 (30),-5.2 (3)
William Howard,-3.5 (2),1.7 (13),-5.2 (3)
Quinndary Weatherspoon,-3.5 (1),1.7 (12),-5.2 (3)
Luka Samanic,-3.7 (0),1.5 (19),-5.2 (2)
Jared Harper,-3.4 (5),1.9 (8),-5.3 (2)
Norvel Pelle,-3.0 (13),2.3 (3),-5.3 (2)
Tariq Owens,-3.4 (3),1.9 (7),-5.3 (2)
Bol Bol,-3.5 (1),1.8 (10),-5.3 (2)
Devontae Cacok,-3.6 (1),1.7 (12),-5.3 (1)
Kyle Alexander,-3.7 (0),1.6 (15),-5.3 (1)
Zach Norvell Jr.,-3.2 (10),2.2 (4),-5.4 (1)
Ignas Brazdeikis,-3.3 (6),2.1 (5),-5.4 (1)
Talen Horton-Tucker,-4.0 (0),1.4 (23),-5.4 (1)
Moses Brown,-3.3 (6),2.2 (3),-5.5 (0)
Zylan Cheatham,-3.4 (4),2.1 (4),-5.5 (0)
Kyle Guy,-3.7 (0),1.9 (7),-5.6 (0)
Justin Wright-Foreman,-3.7 (0),2.0 (6),-5.7 (0)
Jamal Crawford,-2.5 (21),3.5 (0),-6.0 (0)
Kevin Knox II,-3.3 (8),2.8 (1),-6.1 (0)
