player,team,year,attendance_rate
Daniel Gafford,Dallas Mavericks,2024,0.9024390243902439
Daniel Theis,Los Angeles Clippers,2024,0.7317073170731707
Danilo Gallinari,Milwaukee Bucks,2024,0.5975609756097561
Danny Green,Philadelphia 76ers,2024,0.024390243902439025
Danté Exum,Dallas Mavericks,2024,0.6707317073170732
Danuel House Jr.,Philadelphia 76ers,2024,0.4146341463414634
Dario Šaric,Golden State Warriors,2024,0.7804878048780488
Dariq Whitehead,Brooklyn Nets,2024,0.024390243902439025
Darius Bazley,Utah Jazz,2024,0.10975609756097561
Darius Garland,Cleveland Cavaliers,2024,0.6951219512195121
David Duke Jr.,San Antonio Spurs,2024,0.04878048780487805
David Roddy,Phoenix Suns,2024,0.7926829268292683
Davion Mitchell,Sacramento Kings,2024,0.8780487804878049
Davis Bertans,Charlotte Hornets,2024,0.524390243902439
Day'Ron Sharpe,Brooklyn Nets,2024,0.7439024390243902
De'Aaron Fox,Sacramento Kings,2024,0.9024390243902439
De'Andre Hunter,Atlanta Hawks,2024,0.6951219512195121
De'Anthony Melton,Philadelphia 76ers,2024,0.4634146341463415
DeAndre Jordan,Denver Nuggets,2024,0.43902439024390244
DeJon Jarreau,Memphis Grizzlies,2024,0.10975609756097561
DeMar DeRozan,Chicago Bulls,2024,0.9634146341463414
Dean Wade,Cleveland Cavaliers,2024,0.6585365853658537
Deandre Ayton,Portland Trail Blazers,2024,0.6707317073170732
Dejounte Murray,Atlanta Hawks,2024,0.9512195121951219
Delon Wright,Miami Heat,2024,0.573170731707317
Deni Avdija,Washington Wizards,2024,0.9146341463414634
Dennis Schröder,Brooklyn Nets,2024,0.975609756097561
Dennis Smith Jr.,Brooklyn Nets,2024,0.6829268292682927
Dereck Lively II,Dallas Mavericks,2024,0.6707317073170732
Dereon Seabron,New Orleans Pelicans,2024,0.07317073170731707
Derrick Jones Jr.,Dallas Mavericks,2024,0.926829268292683
Derrick Rose,Memphis Grizzlies,2024,0.2926829268292683
Derrick White,Boston Celtics,2024,0.8902439024390244
Desmond Bane,Memphis Grizzlies,2024,0.5121951219512195
Devin Booker,Phoenix Suns,2024,0.8292682926829268
Devin Vassell,San Antonio Spurs,2024,0.8292682926829268
Devonte' Graham,San Antonio Spurs,2024,0.2804878048780488
Dexter Dennis,Dallas Mavericks,2024,0.04878048780487805
Dillon Brooks,Houston Rockets,2024,0.8780487804878049
Dmytro Skapintsev,New York Knicks,2024,0.024390243902439025
Domantas Sabonis,Sacramento Kings,2024,1.0
Dominick Barlow,San Antonio Spurs,2024,0.4024390243902439
Donovan Mitchell,Cleveland Cavaliers,2024,0.6707317073170732
Donte DiVincenzo,New York Knicks,2024,0.9878048780487805
Dorian Finney-Smith,Brooklyn Nets,2024,0.8292682926829268
Doug McDermott,Indiana Pacers,2024,0.7804878048780488
Draymond Green,Golden State Warriors,2024,0.6707317073170732
Drew Eubanks,Phoenix Suns,2024,0.9146341463414634
Drew Peterson,Boston Celtics,2024,0.036585365853658534
Dru Smith,Miami Heat,2024,0.10975609756097561
Duncan Robinson,Miami Heat,2024,0.8292682926829268
Duop Reath,Portland Trail Blazers,2024,0.8292682926829268
Dwight Powell,Dallas Mavericks,2024,0.7682926829268293
Dylan Windler,Atlanta Hawks,2024,0.2073170731707317
Dyson Daniels,New Orleans Pelicans,2024,0.7439024390243902
E.J. Liddell,New Orleans Pelicans,2024,0.0975609756097561
Emoni Bates,Cleveland Cavaliers,2024,0.18292682926829268
Eric Gordon,Phoenix Suns,2024,0.8292682926829268
Eugene Omoruyi,Washington Wizards,2024,0.524390243902439
Evan Fournier,Detroit Pistons,2024,0.3902439024390244
Evan Mobley,Cleveland Cavaliers,2024,0.6097560975609756
Filip Petrusev,Sacramento Kings,2024,0.036585365853658534
Frank Ntilikina,Charlotte Hornets,2024,0.06097560975609756
Franz Wagner,Orlando Magic,2024,0.8780487804878049
Fred VanVleet,Houston Rockets,2024,0.8902439024390244
Furkan Korkmaz,Philadelphia 76ers,2024,0.4268292682926829
GG Jackson,Memphis Grizzlies,2024,0.5853658536585366
Gabe Vincent,Los Angeles Lakers,2024,0.13414634146341464
Garrett Temple,Toronto Raptors,2024,0.32926829268292684
Garrison Mathews,Atlanta Hawks,2024,0.8048780487804879
Gary Harris,Orlando Magic,2024,0.6585365853658537
Gary Payton II,Golden State Warriors,2024,0.5365853658536586
Gary Trent Jr.,Toronto Raptors,2024,0.8658536585365854
Georges Niang,Cleveland Cavaliers,2024,1.0
Giannis Antetokounmpo,Milwaukee Bucks,2024,0.8902439024390244
Goga Bitadze,Orlando Magic,2024,0.7560975609756098
Gordon Hayward,Oklahoma City Thunder,2024,0.6219512195121951
Gradey Dick,Toronto Raptors,2024,0.7317073170731707
Grant Williams,Charlotte Hornets,2024,0.926829268292683
Grayson Allen,Phoenix Suns,2024,0.9146341463414634
Greg Brown III,Dallas Mavericks,2024,0.07317073170731707
Gui Santos,Golden State Warriors,2024,0.2804878048780488
Hamidou Diallo,Washington Wizards,2024,0.024390243902439025
Harrison Barnes,Sacramento Kings,2024,1.0
Harry Giles III,Los Angeles Lakers,2024,0.2804878048780488
Haywood Highsmith,Miami Heat,2024,0.8048780487804879
Henri Drell,Chicago Bulls,2024,0.04878048780487805
Herbert Jones,New Orleans Pelicans,2024,0.926829268292683
Hunter Tyson,Denver Nuggets,2024,0.21951219512195122
Ibou Badji,Portland Trail Blazers,2024,0.2682926829268293
Immanuel Quickley,Toronto Raptors,2024,0.8292682926829268
Isaac Okoro,Cleveland Cavaliers,2024,0.8414634146341463
Isaiah Hartenstein,New York Knicks,2024,0.9146341463414634
Isaiah Jackson,Indiana Pacers,2024,0.7317073170731707
Isaiah Joe,Oklahoma City Thunder,2024,0.9512195121951219
Isaiah Livers,Detroit Pistons,2024,0.2804878048780488
Isaiah Mobley,Cleveland Cavaliers,2024,0.12195121951219512
Isaiah Stewart,Detroit Pistons,2024,0.5609756097560976
Isaiah Thomas,Phoenix Suns,2024,0.07317073170731707
Isaiah Wong,Indiana Pacers,2024,0.012195121951219513
Ish Smith,Charlotte Hornets,2024,0.524390243902439
Ish Wainright,Phoenix Suns,2024,0.13414634146341464
Ivica Zubac,Los Angeles Clippers,2024,0.8292682926829268
Izaiah Brockington,New Orleans Pelicans,2024,0.012195121951219513
JD Davison,Boston Celtics,2024,0.0975609756097561
JT Thor,Charlotte Hornets,2024,0.7682926829268293
Ja Morant,Memphis Grizzlies,2024,0.10975609756097561
JaVale McGee,Sacramento Kings,2024,0.5609756097560976
Jabari Smith Jr.,Houston Rockets,2024,0.926829268292683
Jabari Walker,Portland Trail Blazers,2024,0.8780487804878049
Jack White,Memphis Grizzlies,2024,0.04878048780487805
Jacob Gilyard,Brooklyn Nets,2024,0.5
Jacob Toppin,New York Knicks,2024,0.10975609756097561
Jaden Hardy,Dallas Mavericks,2024,0.8902439024390244
Jaden Ivey,Detroit Pistons,2024,0.9390243902439024
Jaden McDaniels,Minnesota Timberwolves,2024,0.8780487804878049
Jaden Springer,Boston Celtics,2024,0.5975609756097561
Jae Crowder,Milwaukee Bucks,2024,0.6097560975609756
Jae'Sean Tate,Houston Rockets,2024,0.7926829268292683
Jahmi'us Ramsey,Toronto Raptors,2024,0.08536585365853659
Jaime Jaquez Jr.,Miami Heat,2024,0.9146341463414634
Jake LaRavia,Memphis Grizzlies,2024,0.4268292682926829
Jakob Poeltl,Toronto Raptors,2024,0.6097560975609756
Jalen Brunson,New York Knicks,2024,0.9390243902439024
Jalen Crutcher,New Orleans Pelicans,2024,0.012195121951219513
Jalen Duren,Detroit Pistons,2024,0.7439024390243902
Jalen Green,Houston Rockets,2024,1.0
Jalen Hood-Schifino,Los Angeles Lakers,2024,0.25609756097560976
Jalen Johnson,Atlanta Hawks,2024,0.6829268292682927
Jalen McDaniels,Toronto Raptors,2024,0.6097560975609756
Jalen Pickett,Denver Nuggets,2024,0.32926829268292684
Jalen Slawson,Sacramento Kings,2024,0.14634146341463414
Jalen Smith,Indiana Pacers,2024,0.7439024390243902
Jalen Suggs,Orlando Magic,2024,0.9146341463414634
Jalen Williams,Oklahoma City Thunder,2024,0.8658536585365854
Jalen Wilson,Brooklyn Nets,2024,0.524390243902439
Jamal Cain,Miami Heat,2024,0.3170731707317073
Jamal Murray,Denver Nuggets,2024,0.7195121951219512
Jamaree Bouyea,San Antonio Spurs,2024,0.10975609756097561
James Bouknight,Charlotte Hornets,2024,0.17073170731707318
James Harden,Los Angeles Clippers,2024,0.8780487804878049
James Johnson,Indiana Pacers,2024,0.10975609756097561
James Wiseman,Detroit Pistons,2024,0.7682926829268293
Jarace Walker,Indiana Pacers,2024,0.4024390243902439
Jared Butler,Washington Wizards,2024,0.4878048780487805
Jared Rhoden,Detroit Pistons,2024,0.2073170731707317
Jaren Jackson Jr.,Memphis Grizzlies,2024,0.8048780487804879
Jarred Vanderbilt,Los Angeles Lakers,2024,0.35365853658536583
Jarrett Allen,Cleveland Cavaliers,2024,0.9390243902439024
Jason Preston,Utah Jazz,2024,0.08536585365853659
Javon Freeman-Liberty,Toronto Raptors,2024,0.2682926829268293
Javonte Green,Chicago Bulls,2024,0.10975609756097561
Javonte Smart,Philadelphia 76ers,2024,0.012195121951219513
Jaxson Hayes,Los Angeles Lakers,2024,0.8536585365853658
Jay Huff,Denver Nuggets,2024,0.24390243902439024
Jaylen Brown,Boston Celtics,2024,0.8536585365853658
Jaylen Nowell,Detroit Pistons,2024,0.15853658536585366
Jaylin Williams,Oklahoma City Thunder,2024,0.8414634146341463
Jayson Tatum,Boston Celtics,2024,0.9024390243902439
Jeff Dowtin Jr.,Philadelphia 76ers,2024,0.14634146341463414
Jeff Green,Houston Rockets,2024,0.9512195121951219
Jerami Grant,Portland Trail Blazers,2024,0.6585365853658537
Jeremiah Robinson-Earl,New Orleans Pelicans,2024,0.47560975609756095
Jeremy Sochan,San Antonio Spurs,2024,0.9024390243902439
Jericho Sims,New York Knicks,2024,0.5487804878048781
Jermaine Samuels Jr.,Houston Rockets,2024,0.17073170731707318
Jerome Robinson,Golden State Warriors,2024,0.2682926829268293
Jett Howard,Orlando Magic,2024,0.21951219512195122
Jevon Carter,Chicago Bulls,2024,0.8780487804878049
Jimmy Butler III,Miami Heat,2024,0.7317073170731707
Jock Landale,Houston Rockets,2024,0.6829268292682927
Joe Harris,Detroit Pistons,2024,0.1951219512195122
Joe Ingles,Orlando Magic,2024,0.8292682926829268
Joel Embiid,Philadelphia 76ers,2024,0.47560975609756095
John Collins,Utah Jazz,2024,0.8292682926829268
John Konchar,Memphis Grizzlies,2024,0.6707317073170732
Johnny Davis,Washington Wizards,2024,0.6097560975609756
Johnny Juzang,Utah Jazz,2024,0.24390243902439024
Jonas Valanciūnas,New Orleans Pelicans,2024,1.0
Jonathan Isaac,Orlando Magic,2024,0.7073170731707317
Jonathan Kuminga,Golden State Warriors,2024,0.9024390243902439
Jontay Porter,Toronto Raptors,2024,0.3170731707317073
Jordan Clarkson,Utah Jazz,2024,0.6707317073170732
Jordan Ford,Sacramento Kings,2024,0.07317073170731707
Jordan Goodwin,Memphis Grizzlies,2024,0.6951219512195121
Jordan Hawkins,New Orleans Pelicans,2024,0.8170731707317073
Jordan McLaughlin,Minnesota Timberwolves,2024,0.6829268292682927
Jordan Miller,Los Angeles Clippers,2024,0.0975609756097561
Jordan Nwora,Toronto Raptors,2024,0.6341463414634146
Jordan Poole,Washington Wizards,2024,0.9512195121951219
Jordan Walsh,Boston Celtics,2024,0.10975609756097561
Jose Alvarado,New Orleans Pelicans,2024,0.6829268292682927
Josh Giddey,Oklahoma City Thunder,2024,0.975609756097561
Josh Green,Dallas Mavericks,2024,0.6951219512195121
Josh Hart,New York Knicks,2024,0.9878048780487805
Josh Minott,Minnesota Timberwolves,2024,0.3902439024390244
Josh Okogie,Phoenix Suns,2024,0.7317073170731707
Josh Richardson,Miami Heat,2024,0.524390243902439
Joshua Primo,Los Angeles Clippers,2024,0.024390243902439025
Jrue Holiday,Boston Celtics,2024,0.8414634146341463
Juan Toscano-Anderson,Sacramento Kings,2024,0.13414634146341464
Jules Bernard,Washington Wizards,2024,0.23170731707317074
Julian Champagnie,San Antonio Spurs,2024,0.9024390243902439
Julian Phillips,Chicago Bulls,2024,0.4878048780487805
Julian Strawther,Denver Nuggets,2024,0.6097560975609756
Julius Randle,New York Knicks,2024,0.5609756097560976
Justin Champagnie,Washington Wizards,2024,0.18292682926829268
Justin Holiday,Denver Nuggets,2024,0.7073170731707317
Justin Jackson,Minnesota Timberwolves,2024,0.024390243902439025
Justin Minaya,Portland Trail Blazers,2024,0.4146341463414634
Jusuf Nurkic,Phoenix Suns,2024,0.926829268292683
KJ Martin,Philadelphia 76ers,2024,0.7317073170731707
Kaiser Gates,New Orleans Pelicans,2024,0.012195121951219513
Karl-Anthony Towns,Minnesota Timberwolves,2024,0.7560975609756098
Kawhi Leonard,Los Angeles Clippers,2024,0.8292682926829268
Keegan Murray,Sacramento Kings,2024,0.9390243902439024
Keita Bates-Diop,Brooklyn Nets,2024,0.6463414634146342
Keldon Johnson,San Antonio Spurs,2024,0.8414634146341463
Kelly Olynyk,Toronto Raptors,2024,0.9512195121951219
Kelly Oubre Jr.,Philadelphia 76ers,2024,0.8292682926829268
Kendall Brown,Indiana Pacers,2024,0.18292682926829268
Kenneth Lofton Jr.,Utah Jazz,2024,0.25609756097560976
Kenrich Williams,Oklahoma City Thunder,2024,0.8414634146341463
Kentavious Caldwell-Pope,Denver Nuggets,2024,0.926829268292683
Keon Ellis,Sacramento Kings,2024,0.6951219512195121
Keon Johnson,Brooklyn Nets,2024,0.06097560975609756
Kessler Edwards,Sacramento Kings,2024,0.6585365853658537
Kevin Durant,Phoenix Suns,2024,0.9146341463414634
Kevin Huerter,Sacramento Kings,2024,0.7804878048780488
Kevin Knox II,Detroit Pistons,2024,0.3780487804878049
Kevin Love,Miami Heat,2024,0.6707317073170732
Kevon Harris,Orlando Magic,2024,0.024390243902439025
Kevon Looney,Golden State Warriors,2024,0.9024390243902439
Keyontae Johnson,Oklahoma City Thunder,2024,0.10975609756097561
Keyonte George,Utah Jazz,2024,0.9146341463414634
Khris Middleton,Milwaukee Bucks,2024,0.6707317073170732
Killian Hayes,Detroit Pistons,2024,0.5121951219512195
Kira Lewis Jr.,Utah Jazz,2024,0.34146341463414637
Klay Thompson,Golden State Warriors,2024,0.9390243902439024
Kobe Brown,Los Angeles Clippers,2024,0.5365853658536586
Kobe Bufkin,Atlanta Hawks,2024,0.2073170731707317
Kobi Simmons,Toronto Raptors,2024,0.04878048780487805
Kris Dunn,Utah Jazz,2024,0.8048780487804879
Kris Murray,Portland Trail Blazers,2024,0.7560975609756098
Kristaps Porziņģis,Boston Celtics,2024,0.6951219512195121
Kyle Anderson,Minnesota Timberwolves,2024,0.9634146341463414
Kyle Kuzma,Washington Wizards,2024,0.8536585365853658
Kyle Lowry,Philadelphia 76ers,2024,0.7317073170731707
Kyrie Irving,Dallas Mavericks,2024,0.7073170731707317
LaMelo Ball,Charlotte Hornets,2024,0.2682926829268293
Lamar Stevens,Memphis Grizzlies,2024,0.4634146341463415
Landry Shamet,Washington Wizards,2024,0.5609756097560976
Larry Nance Jr.,New Orleans Pelicans,2024,0.7439024390243902
Lauri Markkanen,Utah Jazz,2024,0.6707317073170732
LeBron James,Los Angeles Lakers,2024,0.8658536585365854
Leaky Black,Charlotte Hornets,2024,0.3170731707317073
Leonard Miller,Minnesota Timberwolves,2024,0.2073170731707317
Lester Quinones,Golden State Warriors,2024,0.45121951219512196
Lindell Wigginton,Milwaukee Bucks,2024,0.036585365853658534
Lindy Waters III,Oklahoma City Thunder,2024,0.4634146341463415
Lonnie Walker IV,Brooklyn Nets,2024,0.7073170731707317
Luguentz Dort,Oklahoma City Thunder,2024,0.9634146341463414
Luka Doncic,Dallas Mavericks,2024,0.8536585365853658
Luka Garza,Minnesota Timberwolves,2024,0.3048780487804878
Luka Samanic,Utah Jazz,2024,0.524390243902439
Luke Kennard,Memphis Grizzlies,2024,0.47560975609756095
Luke Kornet,Boston Celtics,2024,0.7682926829268293
Malachi Flynn,Detroit Pistons,2024,0.8414634146341463
Malaki Branham,San Antonio Spurs,2024,0.9146341463414634
Malcolm Brogdon,Portland Trail Blazers,2024,0.47560975609756095
Malcolm Cazalon,Detroit Pistons,2024,0.012195121951219513
Malik Beasley,Milwaukee Bucks,2024,0.9634146341463414
Malik Monk,Sacramento Kings,2024,0.8780487804878049
Malik Williams,Toronto Raptors,2024,0.08536585365853659
Mamadi Diakite,New York Knicks,2024,0.07317073170731707
Maozinha Pereira,Memphis Grizzlies,2024,0.08536585365853659
MarJon Beauchamp,Milwaukee Bucks,2024,0.5853658536585366
Marcus Morris Sr.,Cleveland Cavaliers,2024,0.5975609756097561
Marcus Sasser,Detroit Pistons,2024,0.8658536585365854
Marcus Smart,Memphis Grizzlies,2024,0.24390243902439024
Mark Williams,Charlotte Hornets,2024,0.23170731707317074
Markelle Fultz,Orlando Magic,2024,0.524390243902439
Markieff Morris,Dallas Mavericks,2024,0.3170731707317073
Markquis Nowell,Toronto Raptors,2024,0.012195121951219513
Marques Bolden,Charlotte Hornets,2024,0.13414634146341464
Marvin Bagley III,Washington Wizards,2024,0.6097560975609756
Mason Jones,Sacramento Kings,2024,0.06097560975609756
Mason Plumlee,Los Angeles Clippers,2024,0.5609756097560976
Matisse Thybulle,Portland Trail Blazers,2024,0.7926829268292683
Matt Hurt,Memphis Grizzlies,2024,0.0975609756097561
Matt Ryan,New Orleans Pelicans,2024,0.34146341463414637
Max Christie,Los Angeles Lakers,2024,0.8170731707317073
Max Strus,Cleveland Cavaliers,2024,0.8536585365853658
Maxi Kleber,Dallas Mavericks,2024,0.524390243902439
Maxwell Lewis,Los Angeles Lakers,2024,0.4146341463414634
Micah Potter,Utah Jazz,2024,0.1951219512195122
Michael Porter Jr.,Denver Nuggets,2024,0.9878048780487805
Mikal Bridges,Brooklyn Nets,2024,1.0
Mike Conley,Minnesota Timberwolves,2024,0.926829268292683
Mike Muscala,Oklahoma City Thunder,2024,0.6463414634146342
Miles Bridges,Charlotte Hornets,2024,0.8414634146341463
Miles McBride,New York Knicks,2024,0.8292682926829268
Mitchell Robinson,New York Knicks,2024,0.3780487804878049
Mo Bamba,Philadelphia 76ers,2024,0.6951219512195121
Monté Morris,Minnesota Timberwolves,2024,0.4024390243902439
Moritz Wagner,Orlando Magic,2024,0.975609756097561
Moses Brown,Portland Trail Blazers,2024,0.2682926829268293
Moses Moody,Golden State Warriors,2024,0.8048780487804879
Mouhamadou Gueye,Toronto Raptors,2024,0.13414634146341464
Mouhamed Gueye,Atlanta Hawks,2024,0.07317073170731707
Moussa Diabaté,Los Angeles Clippers,2024,0.13414634146341464
Myles Turner,Indiana Pacers,2024,0.9390243902439024
Naji Marshall,New Orleans Pelicans,2024,0.8048780487804879
Nassir Little,Phoenix Suns,2024,0.5487804878048781
Nate Hinton,Houston Rockets,2024,0.18292682926829268
Nate Williams,Houston Rockets,2024,0.2682926829268293
Nathan Mensah,Charlotte Hornets,2024,0.3048780487804878
Naz Reid,Minnesota Timberwolves,2024,0.9878048780487805
Neemias Queta,Boston Celtics,2024,0.34146341463414637
Nic Claxton,Brooklyn Nets,2024,0.8658536585365854
Nick Richards,Charlotte Hornets,2024,0.8170731707317073
Nick Smith Jr.,Charlotte Hornets,2024,0.6219512195121951
Nickeil Alexander-Walker,Minnesota Timberwolves,2024,1.0
Nicolas Batum,Philadelphia 76ers,2024,0.7317073170731707
Nikola Jokic,Denver Nuggets,2024,0.9634146341463414
Nikola Jovic,Miami Heat,2024,0.5609756097560976
Nikola Vucevic,Chicago Bulls,2024,0.926829268292683
Noah Clowney,Brooklyn Nets,2024,0.2804878048780488
Norman Powell,Los Angeles Clippers,2024,0.926829268292683
OG Anunoby,New York Knicks,2024,0.6097560975609756
Obi Toppin,Indiana Pacers,2024,1.0
Ochai Agbaji,Toronto Raptors,2024,0.9512195121951219
Olivier Sarr,Oklahoma City Thunder,2024,0.18292682926829268
Olivier-Maxence Prosper,Dallas Mavericks,2024,0.4878048780487805
Omer Yurtseven,Utah Jazz,2024,0.5853658536585366
Onuralp Bitim,Chicago Bulls,2024,0.2804878048780488
Onyeka Okongwu,Atlanta Hawks,2024,0.6707317073170732
Orlando Robinson,Miami Heat,2024,0.43902439024390244
Oscar Tshiebwe,Indiana Pacers,2024,0.0975609756097561
Oshae Brissett,Boston Celtics,2024,0.6707317073170732
