Player,Team,Offense,Defense,Total,Offense_value,Offense_percentile,Defense(*)_value,Defense(*)_percentile,Total_value,Total_percentile,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,REB_PCT,PIE,ATTENDANCE_RATE,MPG
Drew Peterson,CHA,-0.3 (59),-0.2 (63),-0.1 (64),-0.3,59,-0.2,63,-0.1,64,1641809.0,Drew Peterson,BOS,25.0,25.0,186.14666666666668,17.0,41.0,0.415,13.0,33.0,0.394,7.0,9.0,0.778,40.0,13.0,5.0,2.0,8.0,54.0,46.0,0.121,0.601,0.573,115.7,102.9,12.8,0.095,0.108,0.078,30.49,7.4
Jaylen Clark,MIN,-0.9 (35),-0.8 (83),-0.1 (63),-0.9,35,-0.8,83,-0.1,63,1641740.0,Jaylen Clark,MIN,23.0,40.0,521.9933333333333,56.0,120.0,0.467,22.0,51.0,0.431,29.0,37.0,0.784,53.0,26.0,36.0,2.0,8.0,163.0,44.0,0.115,0.598,0.558,115.2,109.6,5.6,0.067,0.05,0.057,48.78,13.0
Daeqwon Plowden,ATL,-0.5 (49),-0.4 (72),-0.1 (63),-0.5,49,-0.4,72,-0.1,63,1631342.0,Daeqwon Plowden,ATL,26.0,6.0,71.55,16.0,25.0,0.64,9.0,17.0,0.529,2.0,2.0,1.0,11.0,2.0,0.0,0.0,4.0,43.0,29.0,0.181,0.831,0.82,104.0,84.2,19.8,0.047,0.076,0.122,7.32,11.9
Donte DiVincenzo,MIN,0.1 (72),0.2 (44),-0.1 (63),0.1,72,0.2,44,-0.1,63,1628978.0,Donte DiVincenzo,MIN,28.0,62.0,1605.7333333333333,250.0,593.0,0.422,174.0,438.0,0.397,49.0,63.0,0.778,228.0,225.0,73.0,17.0,99.0,723.0,174.0,0.188,0.582,0.568,114.2,109.1,5.1,0.203,0.068,0.1,75.61,25.9
Richaun Holmes,WAS,-0.1 (67),-0.0 (55),-0.1 (63),-0.1,67,-0.0,55,-0.1,63,1626158.0,Richaun Holmes,WAS,31.0,31.0,534.135,90.0,139.0,0.647,0.0,3.0,0.0,50.0,60.0,0.833,177.0,42.0,9.0,23.0,21.0,230.0,-36.0,0.143,0.695,0.647,110.2,114.5,-4.3,0.112,0.161,0.135,37.8,17.2
Riley Minix,SAS,-0.1 (66),-0.0 (52),-0.1 (63),-0.1,66,-0.0,52,-0.1,63,1642434.0,Riley Minix,SAS,24.0,1.0,6.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,93.3,93.3,0.0,0.0,0.118,0.039,1.22,6.8
Jackson Rowe,GSW,-0.2 (63),-0.1 (58),-0.1 (63),-0.2,63,-0.1,58,-0.1,63,1642050.0,Jackson Rowe,GSW,28.0,6.0,51.73166666666667,8.0,17.0,0.471,3.0,10.0,0.3,3.0,6.0,0.5,11.0,4.0,4.0,0.0,1.0,22.0,23.0,0.142,0.56,0.559,116.4,103.5,12.9,0.1,0.097,0.101,7.32,8.6
Yanic Konan Niederhäuser,LAC,-0.0 (68),0.1 (45),-0.1 (63),-0.0,68,0.1,45,-0.1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Sears,MIL,-0.0 (68),0.1 (45),-0.1 (62),-0.0,68,0.1,45,-0.1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Strus,CLE,-0.4 (57),-0.3 (71),-0.1 (62),-0.4,57,-0.3,71,-0.1,62,1629622.0,Max Strus,CLE,29.0,50.0,1272.725,165.0,373.0,0.442,113.0,293.0,0.386,28.0,34.0,0.824,217.0,158.0,26.0,12.0,54.0,471.0,221.0,0.143,0.607,0.594,120.1,112.2,7.9,0.157,0.081,0.083,60.98,25.5
Kris Dunn,LAC,-0.4 (55),-0.3 (69),-0.1 (62),-0.4,55,-0.3,69,-0.1,62,1627739.0,Kris Dunn,LAC,31.0,74.0,1782.9183333333333,192.0,437.0,0.439,75.0,224.0,0.335,15.0,22.0,0.682,251.0,210.0,128.0,27.0,74.0,474.0,262.0,0.126,0.531,0.525,113.8,106.0,7.8,0.153,0.072,0.07,90.24,24.1
Cory Joseph,ORL,0.3 (77),0.4 (33),-0.1 (62),0.3,77,0.4,33,-0.1,62,202709.0,Cory Joseph,ORL,33.0,50.0,611.7333333333333,62.0,154.0,0.403,39.0,107.0,0.364,14.0,18.0,0.778,74.0,72.0,26.0,4.0,18.0,177.0,35.0,0.126,0.547,0.529,110.5,106.9,3.6,0.166,0.06,0.075,60.98,12.2
Ryan Rollins,MIL,-0.6 (48),-0.4 (75),-0.2 (62),-0.6,48,-0.4,75,-0.2,62,1631157.0,Ryan Rollins,MIL,22.0,56.0,819.525,132.0,271.0,0.487,49.0,120.0,0.408,36.0,45.0,0.8,108.0,104.0,42.0,17.0,53.0,349.0,83.0,0.179,0.6,0.577,114.0,108.6,5.4,0.173,0.065,0.088,68.29,14.6
Matisse Thybulle,POR,-1.2 (26),-1.0 (89),-0.2 (62),-1.2,26,-1.0,89,-0.2,62,1629680.0,Matisse Thybulle,POR,28.0,15.0,312.2816666666667,42.0,88.0,0.477,21.0,48.0,0.438,7.0,15.0,0.467,52.0,28.0,33.0,9.0,13.0,112.0,1.0,0.135,0.592,0.597,105.3,105.1,0.2,0.126,0.076,0.114,18.29,20.8
CJ McCollum,ATL,1.2 (90),1.4 (5),-0.2 (61),1.2,90,1.4,5,-0.2,61,203468.0,CJ McCollum,NOP,33.0,56.0,1831.6783333333333,444.0,1000.0,0.444,171.0,459.0,0.373,124.0,173.0,0.717,212.0,227.0,46.0,24.0,106.0,1183.0,-279.0,0.266,0.55,0.53,112.3,119.4,-7.1,0.192,0.056,0.097,68.29,32.7
Scotty Pippen Jr.,MEM,-0.7 (42),-0.5 (77),-0.2 (61),-0.7,42,-0.5,77,-0.2,61,1630590.0,Scotty Pippen Jr.,MEM,24.0,79.0,1682.88,285.0,594.0,0.48,87.0,219.0,0.397,122.0,171.0,0.713,259.0,347.0,103.0,30.0,138.0,779.0,44.0,0.188,0.582,0.553,111.0,109.7,1.3,0.283,0.07,0.106,96.34,21.3
Javonte Green,DET,-1.4 (19),-1.2 (92),-0.2 (61),-1.4,19,-1.2,92,-0.2,61,1629750.0,Javonte Green,CLE,31.0,68.0,1257.8333333333333,123.0,287.0,0.429,46.0,141.0,0.326,55.0,76.0,0.724,218.0,56.0,65.0,31.0,32.0,347.0,-212.0,0.113,0.541,0.509,109.1,117.0,-7.8,0.059,0.081,0.064,82.93,18.5
Nate Williams,HOU,0.2 (73),0.4 (32),-0.2 (61),0.2,73,0.4,32,-0.2,61,1631466.0,Nate Williams,HOU,26.0,20.0,146.62,27.0,62.0,0.435,6.0,26.0,0.231,5.0,8.0,0.625,13.0,9.0,8.0,4.0,14.0,65.0,-24.0,0.212,0.496,0.484,110.6,116.8,-6.2,0.079,0.043,0.038,24.39,7.3
E.J. Liddell,BKN,-0.1 (66),0.1 (48),-0.2 (61),-0.1,66,0.1,48,-0.2,61,1630604.0,E.J. Liddell,CHI,24.0,12.0,52.85666666666667,8.0,15.0,0.533,3.0,10.0,0.3,2.0,2.0,1.0,9.0,3.0,1.0,1.0,2.0,21.0,-8.0,0.13,0.661,0.633,117.9,126.4,-8.6,0.064,0.086,0.047,14.63,4.4
Branden Carlson,OKC,0.0 (69),0.2 (41),-0.2 (61),0.0,69,0.2,41,-0.2,61,1642382.0,Branden Carlson,OKC,26.0,32.0,246.40333333333334,43.0,97.0,0.443,22.0,66.0,0.333,14.0,18.0,0.778,54.0,14.0,5.0,21.0,7.0,122.0,41.0,0.185,0.581,0.557,115.1,105.8,9.4,0.077,0.099,0.101,39.02,7.7
Phillip Wheeler,PHI,-0.2 (63),0.0 (52),-0.2 (60),-0.2,63,0.0,52,-0.2,60,1630762.0,Phillip Wheeler,PHI,23.0,5.0,44.39666666666667,3.0,21.0,0.143,0.0,10.0,0.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,8.0,13.0,0.221,0.183,0.143,110.0,96.6,13.4,0.065,0.077,-0.005,6.1,8.9
Ryan Nembhard,DAL,0.2 (73),0.4 (30),-0.2 (60),0.2,73,0.4,30,-0.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,ATL,0.9 (87),1.1 (11),-0.2 (60),0.9,87,1.1,11,-0.2,60,1628379.0,Luke Kennard,MEM,29.0,65.0,1471.6916666666666,206.0,431.0,0.478,113.0,261.0,0.433,51.0,57.0,0.895,183.0,215.0,50.0,5.0,72.0,576.0,122.0,0.14,0.631,0.609,117.6,114.5,3.1,0.179,0.059,0.093,79.27,22.6
Jake LaRavia,LAL,0.9 (87),1.1 (10),-0.2 (60),0.9,87,1.1,10,-0.2,60,1631222.0,Jake LaRavia,SAC,23.0,66.0,1349.28,160.0,337.0,0.475,60.0,142.0,0.423,78.0,115.0,0.678,259.0,158.0,62.0,23.0,86.0,458.0,126.0,0.14,0.591,0.564,115.0,111.2,3.8,0.15,0.091,0.081,80.49,20.4
Collin Murray-Boyles,TOR,-1.1 (27),-0.9 (85),-0.2 (60),-1.1,27,-0.9,85,-0.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Holiday,HOU,-1.2 (26),-0.9 (86),-0.3 (60),-1.2,26,-0.9,86,-0.3,60,1628988.0,Aaron Holiday,HOU,28.0,62.0,792.2466666666667,117.0,268.0,0.437,72.0,181.0,0.398,34.0,41.0,0.829,78.0,83.0,19.0,11.0,37.0,340.0,88.0,0.162,0.594,0.571,110.3,103.6,6.7,0.142,0.044,0.082,75.61,12.8
Jose Alvarado,NOP,-0.7 (43),-0.4 (73),-0.3 (60),-0.7,43,-0.4,73,-0.3,60,1630631.0,Jose Alvarado,NOP,27.0,56.0,1365.9,204.0,521.0,0.392,111.0,309.0,0.359,60.0,74.0,0.811,136.0,259.0,74.0,14.0,86.0,579.0,-232.0,0.193,0.523,0.498,108.4,117.1,-8.7,0.278,0.047,0.09,68.29,24.4
Ryan Dunn,PHX,-0.7 (42),-0.4 (72),-0.3 (59),-0.7,42,-0.4,72,-0.3,59,1642346.0,Ryan Dunn,PHX,22.0,74.0,1410.4166666666667,205.0,477.0,0.43,82.0,264.0,0.311,19.0,39.0,0.487,267.0,57.0,44.0,40.0,40.0,511.0,-169.0,0.161,0.517,0.516,110.4,115.1,-4.7,0.059,0.09,0.059,90.24,19.1
Duncan Robinson,DET,0.2 (76),0.5 (29),-0.3 (59),0.2,76,0.5,29,-0.3,59,1629130.0,Duncan Robinson,MIA,31.0,74.0,1785.595,290.0,663.0,0.437,190.0,483.0,0.393,47.0,53.0,0.887,167.0,176.0,40.0,6.0,86.0,817.0,66.0,0.187,0.595,0.581,110.1,109.9,0.2,0.148,0.047,0.078,90.24,24.1
Robert Williams III,POR,-0.6 (47),-0.3 (70),-0.3 (59),-0.6,47,-0.3,70,-0.3,59,1629057.0,Robert Williams III,POR,27.0,20.0,351.33,50.0,78.0,0.641,1.0,3.0,0.333,15.0,17.0,0.882,118.0,21.0,13.0,33.0,17.0,116.0,-17.0,0.12,0.679,0.647,106.3,108.3,-2.0,0.09,0.159,0.137,24.39,17.6
Kristaps Porziņģis,ATL,-0.6 (47),-0.3 (70),-0.3 (59),-0.6,47,-0.3,70,-0.3,59,204001.0,Kristaps Porziņģis,BOS,29.0,42.0,1209.9633333333334,277.0,574.0,0.483,103.0,250.0,0.412,161.0,199.0,0.809,284.0,87.0,31.0,63.0,53.0,818.0,173.0,0.253,0.618,0.572,116.2,110.3,5.8,0.113,0.11,0.132,51.22,28.8
Oshae Brissett,PHI,-0.3 (61),0.0 (56),-0.3 (59),-0.3,61,0.0,56,-0.3,59,1629052.0,Oshae Brissett,PHI,27.0,6.0,142.24166666666667,19.0,39.0,0.487,6.0,18.0,0.333,8.0,14.0,0.571,22.0,4.0,4.0,3.0,8.0,52.0,-31.0,0.154,0.576,0.564,113.6,124.3,-10.7,0.04,0.079,0.05,7.32,23.7
Talen Horton-Tucker,CHI,0.3 (78),0.6 (23),-0.3 (59),0.3,78,0.6,23,-0.3,59,1629659.0,Talen Horton-Tucker,CHI,24.0,58.0,723.695,133.0,291.0,0.457,41.0,122.0,0.336,72.0,98.0,0.735,100.0,83.0,21.0,11.0,40.0,379.0,19.0,0.208,0.567,0.527,111.4,109.8,1.7,0.162,0.063,0.09,70.73,12.5
Bol Bol,PHX,-0.3 (59),-0.0 (54),-0.3 (58),-0.3,59,-0.0,54,-0.3,58,1629626.0,Bol Bol,PHX,25.0,36.0,448.48333333333335,96.0,183.0,0.525,32.0,93.0,0.344,20.0,26.0,0.769,104.0,22.0,9.0,25.0,20.0,244.0,-37.0,0.204,0.627,0.612,112.1,115.9,-3.9,0.071,0.113,0.114,43.9,12.5
Ulrich Chomche,TOR,0.2 (73),0.5 (26),-0.3 (58),0.2,73,0.5,26,-0.3,58,1642279.0,Ulrich Chomche,TOR,19.0,7.0,32.175,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,8.0,2.0,0.0,1.0,2.0,5.0,-24.0,0.108,0.425,0.4,96.9,140.3,-43.4,0.111,0.151,0.02,8.54,4.6
Keshad Johnson,MIA,-0.6 (45),-0.3 (67),-0.3 (58),-0.6,45,-0.3,67,-0.3,58,1642352.0,Keshad Johnson,MIA,24.0,16.0,98.125,18.0,26.0,0.692,3.0,7.0,0.429,4.0,9.0,0.444,28.0,4.0,5.0,4.0,4.0,43.0,5.0,0.145,0.718,0.75,105.5,104.1,1.3,0.058,0.136,0.114,19.51,6.1
Brook Lopez,LAC,-1.1 (30),-0.8 (85),-0.3 (58),-1.1,30,-0.8,85,-0.3,58,201572.0,Brook Lopez,MIL,37.0,80.0,2546.07,394.0,774.0,0.509,139.0,373.0,0.373,114.0,138.0,0.826,401.0,143.0,50.0,148.0,84.0,1041.0,134.0,0.157,0.624,0.599,114.8,112.7,2.2,0.078,0.078,0.087,97.56,31.8
Haywood Highsmith,MIA,-0.9 (37),-0.6 (81),-0.3 (58),-0.9,37,-0.6,81,-0.3,58,1629312.0,Haywood Highsmith,MIA,28.0,74.0,1818.3266666666666,179.0,391.0,0.458,89.0,233.0,0.382,31.0,43.0,0.721,252.0,112.0,68.0,37.0,54.0,478.0,61.0,0.111,0.583,0.572,111.8,110.4,1.4,0.084,0.069,0.057,90.24,24.6
Jalen Williams,OKC,-0.2 (65),0.1 (50),-0.3 (58),-0.2,65,0.1,50,-0.3,58,1631114.0,Jalen Williams,OKC,24.0,69.0,2236.673333333333,565.0,1168.0,0.484,124.0,340.0,0.365,236.0,299.0,0.789,369.0,354.0,111.0,46.0,150.0,1490.0,456.0,0.27,0.573,0.537,116.7,106.5,10.2,0.233,0.079,0.138,84.15,32.4
Quinten Post,GSW,-0.8 (39),-0.5 (76),-0.3 (58),-0.8,39,-0.5,76,-0.3,58,1642366.0,Quinten Post,GSW,25.0,42.0,685.7566666666667,123.0,274.0,0.449,73.0,179.0,0.408,21.0,27.0,0.778,148.0,56.0,16.0,18.0,33.0,340.0,43.0,0.197,0.595,0.582,111.5,109.1,2.4,0.131,0.106,0.095,51.22,16.3
Curtis Jones,DEN,-0.4 (53),-0.1 (57),-0.3 (57),-0.4,53,-0.1,57,-0.3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Dieng,OKC,-1.2 (26),-0.8 (84),-0.4 (57),-1.2,26,-0.8,84,-0.4,57,1631172.0,Ousmane Dieng,OKC,22.0,37.0,404.84166666666664,54.0,125.0,0.432,23.0,71.0,0.324,11.0,16.0,0.688,81.0,31.0,17.0,7.0,18.0,142.0,45.0,0.152,0.538,0.524,104.3,99.2,5.1,0.107,0.091,0.088,45.12,10.9
Jae'Sean Tate,HOU,-1.5 (18),-1.1 (91),-0.4 (57),-1.5,18,-1.1,91,-0.4,57,1630256.0,Jae'Sean Tate,HOU,29.0,52.0,588.11,70.0,148.0,0.473,16.0,46.0,0.348,32.0,47.0,0.681,117.0,47.0,26.0,7.0,22.0,188.0,51.0,0.126,0.557,0.527,111.0,104.7,6.3,0.107,0.089,0.071,63.41,11.3
Khris Middleton,WAS,0.2 (76),0.6 (25),-0.4 (57),0.2,76,0.6,25,-0.4,57,203114.0,Khris Middleton,WAS,33.0,37.0,843.1816666666666,160.0,337.0,0.475,48.0,133.0,0.361,72.0,84.0,0.857,137.0,150.0,35.0,8.0,56.0,440.0,39.0,0.208,0.588,0.546,114.1,112.6,1.5,0.251,0.076,0.114,45.12,22.8
Cameron Payne,NYK,-0.7 (44),-0.3 (71),-0.4 (57),-0.7,44,-0.3,71,-0.4,57,1626166.0,Cameron Payne,NYK,30.0,72.0,1089.9766666666667,179.0,446.0,0.401,93.0,256.0,0.363,49.0,54.0,0.907,104.0,203.0,39.0,16.0,52.0,500.0,204.0,0.2,0.532,0.506,116.6,107.5,9.1,0.251,0.047,0.089,87.8,15.1
Maxi Kleber,LAL,-0.7 (42),-0.3 (69),-0.4 (57),-0.7,42,-0.3,69,-0.4,57,1628467.0,Maxi Kleber,LAL,33.0,34.0,636.875,37.0,96.0,0.385,13.0,49.0,0.265,16.0,21.0,0.762,95.0,43.0,9.0,17.0,23.0,103.0,-17.0,0.085,0.489,0.453,111.9,112.3,-0.4,0.087,0.073,0.035,41.46,18.7
Josh Giddey,CHI,0.6 (83),1.0 (12),-0.4 (56),0.6,83,1.0,12,-0.4,56,1630581.0,Josh Giddey,CHI,22.0,70.0,2116.641666666667,371.0,798.0,0.465,105.0,278.0,0.378,175.0,224.0,0.781,566.0,503.0,84.0,45.0,202.0,1022.0,-68.0,0.214,0.57,0.531,113.1,114.4,-1.4,0.322,0.127,0.13,85.37,30.2
Jonathan Kuminga,GSW,-0.4 (56),-0.0 (56),-0.4 (56),-0.4,56,-0.0,56,-0.4,56,1630228.0,Jonathan Kuminga,GSW,22.0,47.0,1144.08,258.0,568.0,0.454,46.0,151.0,0.305,157.0,235.0,0.668,217.0,104.0,38.0,21.0,71.0,719.0,8.0,0.271,0.535,0.495,110.0,108.9,1.0,0.151,0.088,0.11,57.32,24.3
Gary Payton II,GSW,-0.4 (56),-0.0 (56),-0.4 (56),-0.4,56,-0.0,56,-0.4,56,1627780.0,Gary Payton II,GSW,32.0,62.0,927.1766666666666,171.0,298.0,0.574,31.0,95.0,0.326,27.0,38.0,0.711,185.0,83.0,52.0,17.0,39.0,400.0,45.0,0.156,0.635,0.626,113.5,110.1,3.4,0.132,0.096,0.104,75.61,15.0
Grant Williams,CHA,-0.3 (61),0.1 (50),-0.4 (56),-0.3,61,0.1,50,-0.4,56,1629684.0,Grant Williams,CHA,26.0,16.0,479.025,54.0,123.0,0.439,27.0,74.0,0.365,31.0,37.0,0.838,82.0,37.0,18.0,13.0,28.0,166.0,10.0,0.146,0.596,0.549,114.9,113.3,1.6,0.107,0.083,0.076,19.51,29.9
Shaedon Sharpe,POR,-0.3 (61),0.1 (50),-0.4 (56),-0.3,61,0.1,50,-0.4,56,1631101.0,Shaedon Sharpe,POR,22.0,72.0,2252.33,499.0,1104.0,0.452,147.0,472.0,0.311,190.0,242.0,0.785,324.0,198.0,62.0,16.0,150.0,1335.0,-138.0,0.25,0.551,0.519,111.4,114.4,-3.0,0.138,0.07,0.102,87.8,31.3
Mark Williams,PHX,-0.5 (52),-0.1 (61),-0.4 (56),-0.5,52,-0.1,61,-0.4,56,1631109.0,Mark Williams,CHA,23.0,44.0,1171.045,270.0,447.0,0.604,0.0,4.0,0.0,131.0,163.0,0.804,447.0,109.0,32.0,54.0,71.0,671.0,-301.0,0.21,0.647,0.604,106.3,118.9,-12.7,0.154,0.178,0.156,53.66,26.6
Mike Conley,MIN,-0.3 (60),0.1 (49),-0.4 (56),-0.3,60,0.1,49,-0.4,56,201144.0,Mike Conley,MIN,37.0,71.0,1755.85,187.0,468.0,0.4,127.0,310.0,0.41,81.0,90.0,0.9,182.0,319.0,79.0,14.0,75.0,582.0,265.0,0.141,0.573,0.535,115.5,109.0,6.5,0.243,0.052,0.092,86.59,24.7
Grayson Allen,PHX,0.5 (81),0.9 (14),-0.4 (55),0.5,81,0.9,14,-0.4,55,1628960.0,Grayson Allen,PHX,29.0,64.0,1543.705,219.0,489.0,0.448,149.0,350.0,0.426,93.0,114.0,0.816,194.0,137.0,54.0,19.0,75.0,680.0,-79.0,0.169,0.631,0.6,114.7,118.0,-3.3,0.125,0.064,0.084,78.05,24.1
Micah Potter,IND,0.0 (69),0.4 (31),-0.4 (55),0.0,69,0.4,31,-0.4,55,1630695.0,Micah Potter,UTA,27.0,38.0,705.165,57.0,135.0,0.422,31.0,98.0,0.316,17.0,20.0,0.85,164.0,31.0,14.0,14.0,31.0,162.0,-104.0,0.102,0.563,0.537,108.6,116.2,-7.6,0.058,0.107,0.063,46.34,18.6
Pacome Dadiet,NYK,-0.0 (69),0.4 (31),-0.4 (55),-0.0,69,0.4,31,-0.4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephon Castle,SAS,-0.5 (49),-0.1 (59),-0.4 (55),-0.5,49,-0.1,59,-0.4,55,1642264.0,Stephon Castle,SAS,20.0,81.0,2162.0216666666665,423.0,988.0,0.428,95.0,333.0,0.285,249.0,344.0,0.724,297.0,332.0,74.0,22.0,177.0,1190.0,-239.0,0.253,0.522,0.476,111.8,116.6,-4.7,0.231,0.066,0.087,98.78,26.7
Spencer Jones,DEN,-0.4 (54),-0.0 (52),-0.4 (55),-0.4,54,-0.0,52,-0.4,55,1642461.0,Spencer Jones,DEN,24.0,20.0,124.625,11.0,34.0,0.324,1.0,17.0,0.059,3.0,3.0,1.0,17.0,5.0,5.0,5.0,5.0,26.0,-45.0,0.128,0.368,0.338,89.4,107.4,-18.0,0.06,0.062,0.013,24.39,6.2
PJ Hall,CHA,-0.8 (39),-0.4 (72),-0.4 (55),-0.8,39,-0.4,72,-0.4,55,1641790.0,PJ Hall,DEN,23.0,19.0,66.18333333333334,14.0,24.0,0.583,2.0,8.0,0.25,3.0,4.0,0.75,22.0,4.0,0.0,4.0,2.0,33.0,-2.0,0.176,0.641,0.625,91.9,91.3,0.5,0.118,0.148,0.168,23.17,3.5
Trentyn Flowers,CHI,-0.4 (54),-0.0 (52),-0.4 (54),-0.4,54,-0.0,52,-0.4,54,1642280.0,Trentyn Flowers,LAC,20.0,6.0,26.515,4.0,11.0,0.364,0.0,2.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,-6.0,0.194,0.446,0.364,88.5,101.7,-13.2,0.0,0.073,0.029,7.32,4.4
Zyon Pullin,MEM,-0.3 (58),0.1 (46),-0.4 (54),-0.3,58,0.1,46,-0.4,54,1642389.0,Zyon Pullin,MEM,24.0,3.0,2.6016666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.167,0.0,0.0,83.3,66.7,16.7,0.0,0.0,-0.087,3.66,0.9
Isaiah Stevens,MIA,-0.5 (49),-0.1 (58),-0.4 (54),-0.5,49,-0.1,58,-0.4,54,1641815.0,Isaiah Stevens,MIA,24.0,3.0,5.55,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.143,0.0,0.0,61.5,30.8,30.8,0.0,0.125,0.125,3.66,1.8
Chaz Lanier,DET,-0.2 (62),0.2 (41),-0.4 (54),-0.2,62,0.2,41,-0.4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mañon,LAL,-0.4 (53),-0.0 (51),-0.4 (54),-0.4,53,-0.0,51,-0.4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladislav Goldin,MIA,-0.3 (57),0.1 (45),-0.4 (54),-0.3,57,0.1,45,-0.4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LJ Cryer,GSW,-0.4 (52),-0.0 (51),-0.4 (54),-0.4,52,-0.0,51,-0.4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevon Carter,CHI,-0.4 (56),0.1 (50),-0.5 (53),-0.4,56,0.1,50,-0.5,53,1628975.0,Jevon Carter,CHI,29.0,36.0,320.5733333333333,55.0,146.0,0.377,35.0,105.0,0.333,8.0,10.0,0.8,39.0,40.0,13.0,3.0,11.0,153.0,37.0,0.2,0.509,0.497,114.8,111.5,3.3,0.166,0.054,0.082,43.9,8.9
Derrick Jones Jr.,LAC,-0.8 (41),-0.3 (71),-0.5 (53),-0.8,41,-0.3,71,-0.5,53,1627884.0,Derrick Jones Jr.,LAC,28.0,77.0,1873.3883333333333,310.0,589.0,0.526,78.0,219.0,0.356,83.0,118.0,0.703,263.0,60.0,79.0,33.0,66.0,781.0,249.0,0.16,0.609,0.593,115.5,108.7,6.7,0.044,0.072,0.076,93.9,24.3
Jalen Green,PHX,0.3 (78),0.8 (17),-0.5 (53),0.3,78,0.8,17,-0.5,53,1630224.0,Jalen Green,HOU,23.0,82.0,2697.11,608.0,1437.0,0.423,234.0,661.0,0.354,273.0,336.0,0.813,377.0,282.0,71.0,27.0,203.0,1723.0,166.0,0.267,0.544,0.505,113.8,111.1,2.8,0.159,0.065,0.111,100.0,32.9
Collin Sexton,CHA,0.7 (84),1.2 (8),-0.5 (53),0.7,84,1.2,8,-0.5,53,1629012.0,Collin Sexton,UTA,26.0,63.0,1757.76,416.0,867.0,0.48,110.0,271.0,0.406,217.0,251.0,0.865,171.0,264.0,47.0,6.0,160.0,1159.0,-286.0,0.264,0.593,0.543,110.4,117.9,-7.5,0.246,0.047,0.106,76.83,27.9
Clint Capela,HOU,-1.5 (18),-1.0 (88),-0.5 (53),-1.5,18,-1.0,88,-0.5,53,203991.0,Clint Capela,ATL,31.0,55.0,1176.4333333333334,218.0,390.0,0.559,0.0,1.0,0.0,52.0,97.0,0.536,469.0,62.0,34.0,53.0,47.0,488.0,-79.0,0.16,0.564,0.559,108.7,111.5,-2.7,0.073,0.183,0.117,67.07,21.4
Trey Lyles,SAC,-0.5 (50),0.0 (55),-0.5 (53),-0.5,50,0.0,55,-0.5,53,1626168.0,Trey Lyles,SAC,29.0,69.0,1349.5216666666668,157.0,374.0,0.42,81.0,238.0,0.34,56.0,80.0,0.7,316.0,82.0,41.0,23.0,39.0,451.0,-70.0,0.139,0.551,0.528,111.8,113.8,-2.0,0.084,0.114,0.087,84.15,19.6
Seth Lundy,ATL,-0.3 (59),0.2 (42),-0.5 (52),-0.3,59,0.2,42,-0.5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Bridges,PHX,-0.5 (49),0.0 (53),-0.5 (52),-0.5,49,0.0,53,-0.5,52,1641779.0,Jalen Bridges,PHX,24.0,8.0,30.373333333333335,2.0,7.0,0.286,2.0,7.0,0.286,3.0,4.0,0.75,4.0,0.0,0.0,0.0,4.0,9.0,7.0,0.197,0.514,0.429,98.4,88.7,9.7,0.0,0.062,0.026,9.76,3.8
Yuri Collins,GSW,-0.4 (54),0.1 (46),-0.5 (52),-0.4,54,0.1,46,-0.5,52,1641879.0,Yuri Collins,GSW,24.0,2.0,16.3,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,-5.0,0.068,0.333,0.333,94.4,111.4,-17.0,0.333,0.079,0.048,2.44,8.2
