Player,Team,Offense,Defense,Total,Offense_value,Offense_percentile,Defense(*)_value,Defense(*)_percentile,Total_value,Total_percentile,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,REB_PCT,PIE,ATTENDANCE_RATE,MPG
Tidjane Salaün,CHA,-2.2 (6),-0.3 (68),-1.9 (16),-2.2,6,-0.3,68,-1.9,16,1642275.0,Tidjane Salaün,CHA,19.0,60.0,1244.3533333333332,114.0,345.0,0.33,58.0,205.0,0.283,67.0,94.0,0.713,280.0,74.0,29.0,14.0,58.0,353.0,-321.0,0.15,0.457,0.414,99.4,111.2,-11.9,0.092,0.106,0.065,73.17,20.7
AJ Johnson,WAS,-1.6 (15),0.3 (36),-1.9 (16),-1.6,15,0.3,36,-1.9,16,1642358.0,AJ Johnson,WAS,20.0,29.0,638.3866666666667,82.0,213.0,0.385,24.0,90.0,0.267,32.0,37.0,0.865,59.0,76.0,12.0,3.0,35.0,220.0,-152.0,0.173,0.48,0.441,104.1,115.6,-11.5,0.178,0.042,0.053,35.37,22.0
Pat Connaughton,CHA,-1.5 (18),0.5 (30),-2.0 (16),-1.5,18,0.5,30,-2.0,16,1626192.0,Pat Connaughton,MIL,32.0,41.0,602.8266666666667,83.0,177.0,0.469,26.0,81.0,0.321,24.0,31.0,0.774,109.0,70.0,9.0,11.0,24.0,216.0,-13.0,0.151,0.567,0.542,111.7,114.6,-2.9,0.159,0.088,0.088,50.0,14.7
David Roddy,HOU,-1.3 (23),0.7 (21),-2.0 (16),-1.3,23,0.7,21,-2.0,16,1631223.0,David Roddy,HOU,24.0,33.0,409.75333333333333,57.0,125.0,0.456,19.0,61.0,0.311,20.0,26.0,0.769,84.0,35.0,14.0,9.0,22.0,153.0,-76.0,0.159,0.561,0.532,106.4,114.6,-8.2,0.121,0.101,0.089,40.24,12.4
Bruno Fernando,TOR,-1.5 (17),0.5 (27),-2.0 (16),-1.5,17,0.5,27,-2.0,16,1628981.0,Bruno Fernando,TOR,26.0,17.0,146.58,26.0,49.0,0.531,0.0,0.0,0.0,6.0,8.0,0.75,51.0,18.0,4.0,9.0,14.0,58.0,-22.0,0.182,0.552,0.531,103.9,110.1,-6.1,0.194,0.165,0.1,20.73,8.6
DeAndre Jordan,NOP,-1.9 (10),0.1 (48),-2.0 (16),-1.9,10,0.1,48,-2.0,16,201599.0,DeAndre Jordan,DEN,36.0,56.0,690.7016666666667,91.0,140.0,0.65,0.0,0.0,0.0,27.0,64.0,0.422,284.0,53.0,16.0,27.0,40.0,209.0,-47.0,0.126,0.621,0.65,108.8,112.1,-3.3,0.105,0.194,0.115,68.29,12.3
Johnny Juzang,MIN,-1.2 (26),0.8 (15),-2.0 (15),-1.2,26,0.8,15,-2.0,15,1630548.0,Johnny Juzang,UTA,24.0,64.0,1269.83,204.0,475.0,0.429,118.0,314.0,0.376,45.0,53.0,0.849,184.0,68.0,39.0,8.0,36.0,571.0,-357.0,0.174,0.573,0.554,107.2,120.3,-13.1,0.08,0.07,0.071,78.05,19.8
Reece Beekman,BKN,-1.9 (9),0.1 (47),-2.0 (15),-1.9,9,0.1,47,-2.0,15,1641736.0,Reece Beekman,BKN,23.0,36.0,469.30333333333334,35.0,107.0,0.327,7.0,40.0,0.175,16.0,21.0,0.762,39.0,63.0,33.0,2.0,21.0,93.0,-117.0,0.122,0.4,0.36,98.5,110.4,-12.0,0.205,0.041,0.051,43.9,13.0
Javonte Cooke,POR,-2.1 (7),-0.1 (58),-2.0 (15),-2.1,7,-0.1,58,-2.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,UTA,-2.8 (2),-0.7 (82),-2.1 (15),-2.8,2,-0.7,82,-2.1,15,203937.0,Kyle Anderson,MIA,31.0,61.0,1002.0933333333334,142.0,303.0,0.469,25.0,70.0,0.357,48.0,65.0,0.738,206.0,145.0,40.0,33.0,37.0,357.0,-22.0,0.152,0.538,0.51,106.1,107.6,-1.5,0.211,0.097,0.108,74.39,16.4
P.J. Tucker,NYK,-1.4 (20),0.7 (20),-2.1 (15),-1.4,20,0.7,20,-2.1,15,200782.0,P.J. Tucker,NYK,40.0,3.0,57.86833333333333,3.0,7.0,0.429,3.0,6.0,0.5,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,9.0,-22.0,0.059,0.643,0.643,106.1,127.4,-21.3,0.0,0.077,0.015,3.66,19.3
Kobe Bufkin,LAL,-2.3 (5),-0.2 (64),-2.1 (15),-2.3,5,-0.2,64,-2.1,15,1641723.0,Kobe Bufkin,ATL,21.0,10.0,123.63666666666667,18.0,47.0,0.383,4.0,19.0,0.211,13.0,18.0,0.722,21.0,17.0,3.0,2.0,8.0,53.0,-23.0,0.203,0.483,0.426,95.3,103.3,-8.0,0.213,0.077,0.086,12.2,12.4
Buddy Hield,GSW,-1.1 (30),1.0 (12),-2.1 (15),-1.1,30,1.0,12,-2.1,15,1627741.0,Buddy Hield,GSW,32.0,82.0,1862.9883333333332,328.0,786.0,0.417,203.0,549.0,0.37,53.0,64.0,0.828,264.0,134.0,69.0,23.0,91.0,912.0,141.0,0.196,0.56,0.546,112.3,110.1,2.2,0.106,0.066,0.085,100.0,22.7
Jordan Poole,NOP,-1.3 (23),0.8 (18),-2.1 (14),-1.3,23,0.8,18,-2.1,14,1629673.0,Jordan Poole,WAS,26.0,68.0,2000.8866666666668,457.0,1057.0,0.432,235.0,622.0,0.378,242.0,274.0,0.883,203.0,303.0,86.0,27.0,204.0,1391.0,-558.0,0.281,0.591,0.544,104.8,117.9,-13.1,0.254,0.046,0.107,82.93,29.4
Reggie Jackson,PHI,-1.9 (10),0.2 (44),-2.1 (14),-1.9,10,0.2,44,-2.1,14,202704.0,Reggie Jackson,PHI,35.0,31.0,383.9916666666667,52.0,133.0,0.391,25.0,74.0,0.338,7.0,9.0,0.778,42.0,45.0,16.0,3.0,17.0,136.0,-19.0,0.17,0.496,0.485,108.3,111.8,-3.5,0.172,0.055,0.067,37.8,12.4
Jordan Clarkson,NYK,-1.5 (18),0.6 (24),-2.1 (14),-1.5,18,0.6,24,-2.1,14,203903.0,Jordan Clarkson,UTA,33.0,37.0,962.47,201.0,493.0,0.408,84.0,232.0,0.362,114.0,143.0,0.797,118.0,138.0,31.0,9.0,86.0,600.0,-204.0,0.269,0.54,0.493,107.5,117.5,-10.0,0.238,0.058,0.102,45.12,26.0
Shake Milton,LAL,-1.9 (10),0.2 (43),-2.1 (14),-1.9,10,0.2,43,-2.1,14,1629003.0,Shake Milton,LAL,28.0,57.0,836.2766666666666,115.0,254.0,0.453,38.0,106.0,0.358,47.0,59.0,0.797,104.0,102.0,25.0,4.0,40.0,315.0,-118.0,0.162,0.563,0.528,106.2,113.1,-6.9,0.184,0.061,0.081,69.51,14.7
Duop Reath,POR,-1.0 (33),1.1 (10),-2.1 (14),-1.0,33,1.1,10,-2.1,14,1641871.0,Duop Reath,POR,29.0,46.0,469.4266666666667,70.0,166.0,0.422,34.0,106.0,0.321,20.0,22.0,0.909,92.0,26.0,12.0,14.0,16.0,194.0,-55.0,0.162,0.552,0.524,108.0,114.5,-6.5,0.083,0.095,0.077,56.1,10.2
Markieff Morris,LAL,-1.7 (13),0.4 (32),-2.1 (14),-1.7,13,0.4,32,-2.1,14,202693.0,Markieff Morris,LAL,35.0,15.0,164.43333333333334,21.0,70.0,0.3,9.0,36.0,0.25,5.0,6.0,0.833,23.0,21.0,2.0,3.0,5.0,56.0,-28.0,0.202,0.385,0.364,106.1,113.9,-7.8,0.191,0.066,0.045,18.29,11.0
Rob Dillingham,MIN,-2.1 (7),0.0 (53),-2.1 (13),-2.1,7,0.0,53,-2.1,13,1642265.0,Rob Dillingham,MIN,20.0,49.0,515.975,93.0,211.0,0.441,25.0,74.0,0.338,8.0,15.0,0.533,50.0,98.0,20.0,1.0,53.0,219.0,19.0,0.215,0.503,0.5,112.3,111.1,1.2,0.283,0.046,0.078,59.76,10.5
Isaac Jones,DET,-1.5 (17),0.6 (22),-2.1 (13),-1.5,17,0.6,22,-2.1,13,1642403.0,Isaac Jones,SAC,24.0,40.0,303.86333333333334,54.0,83.0,0.651,3.0,8.0,0.375,23.0,36.0,0.639,57.0,12.0,5.0,10.0,16.0,134.0,-64.0,0.152,0.678,0.669,104.6,115.1,-10.5,0.057,0.095,0.087,48.78,7.6
Ryan Kalkbrenner,CHA,-2.2 (6),-0.1 (58),-2.1 (13),-2.2,6,-0.1,58,-2.1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennedict Mathurin,IND,-1.3 (23),0.9 (14),-2.2 (13),-1.3,23,0.9,14,-2.2,13,1631097.0,Bennedict Mathurin,IND,23.0,72.0,2149.318333333333,391.0,853.0,0.458,98.0,288.0,0.34,276.0,332.0,0.831,383.0,136.0,47.0,24.0,135.0,1156.0,94.0,0.222,0.579,0.516,113.8,112.2,1.6,0.09,0.088,0.092,87.8,29.9
Jaden Hardy,DAL,-1.7 (14),0.5 (29),-2.2 (13),-1.7,14,0.5,29,-2.2,13,1630702.0,Jaden Hardy,DAL,22.0,57.0,907.4383333333334,180.0,414.0,0.435,76.0,197.0,0.386,60.0,86.0,0.698,89.0,81.0,28.0,5.0,82.0,496.0,-65.0,0.244,0.549,0.527,108.3,111.6,-3.2,0.138,0.048,0.069,69.51,15.9
Andre Jackson Jr.,MIL,-1.3 (22),0.9 (13),-2.2 (13),-1.3,22,0.9,13,-2.2,13,1641748.0,Andre Jackson Jr.,MIL,23.0,67.0,980.0916666666667,94.0,197.0,0.477,30.0,76.0,0.395,12.0,24.0,0.5,182.0,83.0,34.0,14.0,58.0,230.0,-33.0,0.115,0.554,0.553,110.6,112.1,-1.5,0.109,0.091,0.051,81.71,14.6
Caleb Martin,DAL,-2.6 (3),-0.4 (73),-2.2 (13),-2.6,3,-0.4,73,-2.2,13,1628997.0,Caleb Martin,DAL,29.0,45.0,1218.0166666666667,129.0,304.0,0.424,37.0,103.0,0.359,61.0,98.0,0.622,177.0,95.0,46.0,23.0,56.0,356.0,-155.0,0.143,0.513,0.485,106.5,112.8,-6.3,0.116,0.073,0.063,54.88,27.1
Keon Johnson,BKN,-1.5 (17),0.7 (19),-2.2 (12),-1.5,17,0.7,19,-2.2,12,1630553.0,Keon Johnson,BKN,23.0,79.0,1925.2016666666666,303.0,779.0,0.389,126.0,401.0,0.314,107.0,139.0,0.77,297.0,175.0,82.0,30.0,116.0,839.0,-423.0,0.212,0.499,0.47,104.1,114.4,-10.3,0.148,0.076,0.07,96.34,24.4
Bronny James,LAL,-1.8 (11),0.4 (31),-2.2 (12),-1.8,11,0.4,31,-2.2,12,1642355.0,Bronny James,LAL,20.0,27.0,181.24333333333334,21.0,67.0,0.313,9.0,32.0,0.281,11.0,14.0,0.786,18.0,22.0,9.0,3.0,13.0,62.0,-71.0,0.199,0.424,0.381,95.5,114.1,-18.6,0.191,0.048,0.05,32.93,6.7
Tyus Jones,ORL,-1.1 (30),1.2 (9),-2.3 (12),-1.1,30,1.2,9,-2.3,12,1626145.0,Tyus Jones,PHX,29.0,81.0,2173.516666666667,306.0,683.0,0.448,166.0,401.0,0.414,51.0,57.0,0.895,196.0,429.0,69.0,8.0,91.0,829.0,-92.0,0.16,0.585,0.57,113.6,116.1,-2.5,0.276,0.045,0.099,98.78,26.8
Klay Thompson,DAL,-1.9 (10),0.4 (34),-2.3 (12),-1.9,10,0.4,34,-2.3,12,202691.0,Klay Thompson,DAL,35.0,72.0,1964.5683333333334,361.0,877.0,0.412,216.0,553.0,0.391,67.0,74.0,0.905,246.0,145.0,50.0,30.0,88.0,1005.0,-79.0,0.214,0.552,0.535,112.8,115.2,-2.4,0.104,0.06,0.083,87.8,27.3
Kessler Edwards,DAL,-0.9 (37),1.4 (6),-2.3 (12),-0.9,37,1.4,6,-2.3,12,1630556.0,Kessler Edwards,DAL,24.0,40.0,608.46,67.0,135.0,0.496,22.0,54.0,0.407,12.0,13.0,0.923,115.0,42.0,19.0,20.0,16.0,168.0,-158.0,0.11,0.597,0.578,110.0,122.3,-12.3,0.09,0.096,0.067,48.78,15.2
Tre Mann,CHA,-0.7 (43),1.6 (3),-2.3 (12),-0.7,43,1.6,3,-2.3,12,1630544.0,Tre Mann,CHA,24.0,13.0,319.045,70.0,161.0,0.435,24.0,60.0,0.4,19.0,21.0,0.905,38.0,39.0,7.0,4.0,25.0,183.0,-55.0,0.25,0.537,0.509,107.0,114.4,-7.3,0.219,0.056,0.098,15.85,24.5
DaQuan Jeffries,CHA,-0.8 (40),1.5 (4),-2.3 (11),-0.8,40,1.5,4,-2.3,11,1629610.0,DaQuan Jeffries,CHA,27.0,47.0,1071.5066666666667,118.0,291.0,0.405,55.0,164.0,0.335,24.0,30.0,0.8,135.0,53.0,26.0,25.0,35.0,315.0,-276.0,0.136,0.518,0.5,106.6,118.2,-11.6,0.073,0.06,0.046,57.32,22.8
Ayo Dosunmu,CHI,-0.9 (36),1.4 (6),-2.3 (11),-0.9,36,1.4,6,-2.3,11,1630245.0,Ayo Dosunmu,CHI,25.0,46.0,1393.8833333333334,221.0,449.0,0.492,62.0,189.0,0.328,62.0,79.0,0.785,161.0,208.0,43.0,18.0,69.0,566.0,-234.0,0.163,0.585,0.561,110.1,117.8,-7.7,0.21,0.054,0.084,56.1,30.3
Ariel Hukporti,NYK,-2.4 (4),-0.1 (60),-2.3 (11),-2.4,4,-0.1,60,-2.3,11,1630574.0,Ariel Hukporti,NYK,23.0,25.0,217.365,21.0,31.0,0.677,0.0,0.0,0.0,6.0,13.0,0.462,51.0,11.0,1.0,15.0,21.0,48.0,-63.0,0.113,0.654,0.677,97.6,110.1,-12.4,0.075,0.112,0.048,30.49,8.7
Terrence Shannon Jr.,MIN,-1.2 (25),1.1 (9),-2.3 (11),-1.2,25,1.1,9,-2.3,11,1630545.0,Terrence Shannon Jr.,MIN,24.0,32.0,338.8283333333333,55.0,114.0,0.482,11.0,31.0,0.355,17.0,21.0,0.81,47.0,32.0,7.0,5.0,15.0,138.0,11.0,0.166,0.56,0.531,107.8,107.0,0.8,0.139,0.065,0.082,39.02,10.6
Kevin McCullar Jr.,NYK,-1.7 (12),0.6 (22),-2.3 (11),-1.7,12,0.6,22,-2.3,11,1641755.0,Kevin McCullar Jr.,NYK,24.0,4.0,29.166666666666668,2.0,7.0,0.286,0.0,1.0,0.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,0.0,6.0,-2.0,0.118,0.381,0.286,93.8,96.9,-3.1,0.111,0.151,0.066,4.88,7.3
Amari Williams,BOS,-2.1 (7),0.2 (40),-2.3 (11),-2.1,7,0.2,40,-2.3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrey Craig,BOS,-2.0 (9),0.4 (34),-2.4 (10),-2.0,9,0.4,34,-2.4,10,1628470.0,Torrey Craig,BOS,34.0,26.0,313.94666666666666,38.0,90.0,0.422,24.0,66.0,0.364,8.0,12.0,0.667,73.0,17.0,8.0,12.0,8.0,108.0,-49.0,0.139,0.567,0.556,104.9,109.8,-5.0,0.078,0.106,0.08,31.71,12.1
Andre Drummond,PHI,-1.7 (15),0.7 (21),-2.4 (10),-1.7,15,0.7,21,-2.4,10,203083.0,Andre Drummond,PHI,31.0,40.0,750.6333333333333,117.0,234.0,0.5,3.0,20.0,0.15,56.0,90.0,0.622,310.0,34.0,39.0,18.0,55.0,293.0,-245.0,0.183,0.535,0.506,103.4,118.9,-15.5,0.07,0.205,0.109,48.78,18.8
Charles Bassey,MEM,-1.8 (11),0.6 (23),-2.4 (10),-1.8,11,0.6,23,-2.4,10,1629646.0,Charles Bassey,SAS,24.0,36.0,375.515,68.0,117.0,0.581,0.0,0.0,0.0,21.0,33.0,0.636,152.0,17.0,14.0,30.0,23.0,157.0,-129.0,0.164,0.597,0.581,101.6,117.5,-15.9,0.072,0.185,0.113,43.9,10.4
Julian Strawther,DEN,-1.7 (13),0.7 (19),-2.4 (10),-1.7,13,0.7,19,-2.4,10,1631124.0,Julian Strawther,DEN,23.0,65.0,1383.47,210.0,486.0,0.432,94.0,269.0,0.349,74.0,90.0,0.822,142.0,83.0,39.0,16.0,57.0,588.0,-71.0,0.173,0.559,0.529,111.9,114.4,-2.5,0.082,0.049,0.057,79.27,21.3
Yves Missi,NOP,-1.2 (25),1.2 (8),-2.4 (10),-1.2,25,1.2,8,-2.4,10,1642274.0,Yves Missi,NOP,21.0,73.0,1955.79,269.0,492.0,0.547,0.0,1.0,0.0,127.0,204.0,0.623,601.0,99.0,37.0,98.0,82.0,665.0,-514.0,0.141,0.572,0.547,107.8,120.5,-12.7,0.072,0.149,0.09,89.02,26.8
Danny Wolf,BKN,-2.9 (1),-0.5 (75),-2.4 (10),-2.9,1,-0.5,75,-2.4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deandre Ayton,LAL,-1.3 (23),1.1 (11),-2.4 (10),-1.3,23,1.1,11,-2.4,10,1629028.0,Deandre Ayton,POR,26.0,40.0,1205.62,265.0,468.0,0.566,6.0,32.0,0.188,40.0,60.0,0.667,406.0,64.0,31.0,39.0,69.0,576.0,-162.0,0.197,0.583,0.573,110.0,116.8,-6.9,0.083,0.168,0.125,48.78,30.1
Bismack Biyombo,SAS,-1.3 (23),1.1 (10),-2.4 (9),-1.3,23,1.1,10,-2.4,9,202687.0,Bismack Biyombo,SAS,32.0,28.0,527.4866666666667,67.0,114.0,0.588,0.0,0.0,0.0,10.0,25.0,0.4,158.0,31.0,16.0,23.0,27.0,144.0,-100.0,0.124,0.576,0.588,108.7,117.9,-9.2,0.079,0.144,0.08,34.15,18.8
Patrick Williams,CHI,-2.3 (6),0.2 (44),-2.5 (9),-2.3,6,0.2,44,-2.5,9,1630172.0,Patrick Williams,CHI,23.0,63.0,1576.3266666666666,205.0,516.0,0.397,96.0,272.0,0.353,60.0,83.0,0.723,237.0,124.0,48.0,32.0,86.0,566.0,-182.0,0.165,0.512,0.49,108.7,113.5,-4.8,0.106,0.07,0.062,76.83,25.0
Alex Len,LAL,-2.0 (9),0.5 (28),-2.5 (9),-2.0,9,0.5,28,-2.5,9,203458.0,Alex Len,LAL,32.0,46.0,379.79,32.0,63.0,0.508,2.0,9.0,0.222,8.0,17.0,0.471,95.0,38.0,9.0,21.0,20.0,74.0,-153.0,0.101,0.525,0.524,101.4,118.9,-17.5,0.143,0.118,0.057,56.1,8.3
Maxwell Lewis,BKN,-2.1 (8),0.4 (32),-2.5 (9),-2.1,8,0.4,32,-2.5,9,1641721.0,Maxwell Lewis,BKN,22.0,28.0,327.68833333333333,45.0,108.0,0.417,19.0,50.0,0.38,7.0,10.0,0.7,55.0,19.0,9.0,7.0,14.0,116.0,-68.0,0.164,0.516,0.505,101.2,110.7,-9.6,0.091,0.082,0.066,34.15,11.7
Tyrese Proctor,CLE,-1.7 (12),0.8 (15),-2.5 (9),-1.7,12,0.8,15,-2.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Flagg,DAL,-2.5 (3),0.0 (52),-2.5 (9),-2.5,3,0.0,52,-2.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derik Queen,NOP,-0.3 (58),2.2 (1),-2.5 (8),-0.3,58,2.2,1,-2.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Eubanks,SAC,-2.3 (5),0.3 (38),-2.6 (8),-2.3,5,0.3,38,-2.6,8,1629234.0,Drew Eubanks,LAC,28.0,61.0,746.01,115.0,194.0,0.593,3.0,6.0,0.5,47.0,71.0,0.662,226.0,54.0,12.0,39.0,41.0,280.0,-126.0,0.149,0.622,0.601,106.7,114.8,-8.1,0.11,0.145,0.111,74.39,12.2
Zeke Nnaji,DEN,-2.5 (3),0.1 (50),-2.6 (8),-2.5,3,0.1,50,-2.6,8,1630192.0,Zeke Nnaji,DEN,24.0,57.0,607.9666666666667,70.0,141.0,0.496,17.0,52.0,0.327,27.0,44.0,0.614,90.0,23.0,25.0,38.0,14.0,184.0,-23.0,0.119,0.574,0.557,107.3,108.9,-1.6,0.051,0.067,0.063,69.51,10.7
Jamal Cain,ORL,-1.3 (21),1.3 (6),-2.6 (8),-1.3,21,1.3,6,-2.6,8,1631288.0,Jamal Cain,NOP,26.0,37.0,501.79833333333335,68.0,158.0,0.43,26.0,80.0,0.325,34.0,50.0,0.68,85.0,22.0,23.0,9.0,22.0,196.0,-132.0,0.167,0.544,0.513,106.4,119.3,-12.9,0.065,0.082,0.067,45.12,13.6
Amir Coffey,MIL,-2.4 (4),0.3 (39),-2.7 (8),-2.4,4,0.3,39,-2.7,8,1629599.0,Amir Coffey,LAC,28.0,72.0,1747.54,240.0,510.0,0.471,101.0,247.0,0.409,115.0,129.0,0.891,161.0,77.0,40.0,7.0,45.0,696.0,-66.0,0.15,0.614,0.57,109.1,110.6,-1.4,0.065,0.046,0.072,87.8,24.3
Tristan Thompson,CLE,-2.7 (2),-0.0 (57),-2.7 (8),-2.7,2,-0.0,57,-2.7,8,202684.0,Tristan Thompson,CLE,34.0,40.0,328.17,31.0,71.0,0.437,0.0,3.0,0.0,7.0,30.0,0.233,134.0,24.0,2.0,11.0,14.0,69.0,-85.0,0.123,0.41,0.437,97.2,109.8,-12.5,0.109,0.177,0.083,48.78,8.2
Josh Richardson,MIA,-2.2 (7),0.5 (29),-2.7 (8),-2.2,7,0.5,29,-2.7,8,1626196.0,Josh Richardson,MIA,31.0,8.0,149.49,11.0,38.0,0.289,6.0,22.0,0.273,4.0,4.0,1.0,12.0,12.0,8.0,1.0,8.0,32.0,-31.0,0.134,0.402,0.368,104.1,114.7,-10.6,0.117,0.042,0.015,9.76,18.7
Ziaire Williams,BKN,-1.9 (10),0.8 (17),-2.7 (7),-1.9,10,0.8,17,-2.7,7,1630533.0,Ziaire Williams,BKN,23.0,63.0,1541.4033333333334,214.0,520.0,0.412,103.0,302.0,0.341,101.0,123.0,0.821,287.0,84.0,62.0,28.0,67.0,632.0,-330.0,0.179,0.55,0.511,106.5,116.2,-9.7,0.086,0.093,0.081,76.83,24.5
Taylor Hendricks,UTA,-2.0 (9),0.7 (19),-2.7 (7),-2.0,9,0.7,19,-2.7,7,1641707.0,Taylor Hendricks,UTA,21.0,3.0,74.51666666666667,4.0,18.0,0.222,3.0,12.0,0.25,3.0,4.0,0.75,15.0,2.0,5.0,4.0,2.0,14.0,-22.0,0.113,0.354,0.306,95.7,109.2,-13.5,0.04,0.083,0.036,3.66,24.8
Malaki Branham,WAS,-1.8 (11),1.0 (12),-2.8 (7),-1.8,11,1.0,12,-2.8,7,1631103.0,Malaki Branham,SAS,22.0,47.0,426.555,87.0,190.0,0.458,34.0,84.0,0.405,27.0,33.0,0.818,51.0,38.0,11.0,2.0,34.0,235.0,-33.0,0.233,0.575,0.547,106.1,109.8,-3.7,0.139,0.057,0.087,57.32,9.1
Precious Achiuwa,SAC,-2.3 (5),0.5 (27),-2.8 (7),-2.3,5,0.5,27,-2.8,7,1630173.0,Precious Achiuwa,NYK,25.0,57.0,1169.6133333333332,164.0,327.0,0.502,10.0,36.0,0.278,41.0,69.0,0.594,317.0,55.0,47.0,42.0,45.0,379.0,-48.0,0.143,0.53,0.517,110.2,111.4,-1.2,0.065,0.135,0.092,69.51,20.5
Wendell Moore Jr.,DET,-2.4 (4),0.4 (31),-2.8 (7),-2.4,4,0.4,31,-2.8,7,1631111.0,Wendell Moore Jr.,CHA,23.0,36.0,498.9166666666667,59.0,126.0,0.468,14.0,41.0,0.341,18.0,22.0,0.818,95.0,42.0,20.0,5.0,27.0,150.0,-134.0,0.133,0.553,0.524,99.6,112.0,-12.4,0.13,0.09,0.083,43.9,13.9
Jay Huff,IND,-3.9 (0),-1.1 (89),-2.8 (7),-3.9,0,-1.1,89,-2.8,7,1630643.0,Jay Huff,MEM,27.0,64.0,748.0316666666666,157.0,305.0,0.515,81.0,200.0,0.405,44.0,56.0,0.786,129.0,38.0,16.0,56.0,34.0,439.0,25.0,0.194,0.666,0.648,111.0,110.1,0.8,0.077,0.081,0.108,78.05,11.7
Jaylen Martin,WAS,-1.7 (12),1.1 (10),-2.8 (6),-1.7,12,1.1,10,-2.8,6,1641798.0,Jaylen Martin,WAS,21.0,16.0,238.62666666666667,31.0,74.0,0.419,7.0,23.0,0.304,9.0,10.0,0.9,44.0,17.0,9.0,0.0,12.0,78.0,-131.0,0.155,0.497,0.466,93.6,120.7,-27.1,0.12,0.086,0.074,19.51,14.9
Keion Brooks Jr.,NOP,-1.6 (15),1.2 (7),-2.8 (6),-1.6,15,1.2,7,-2.8,6,1631232.0,Keion Brooks Jr.,NOP,24.0,14.0,331.7816666666667,53.0,109.0,0.486,14.0,43.0,0.326,22.0,30.0,0.733,58.0,13.0,10.0,10.0,12.0,142.0,-145.0,0.169,0.581,0.55,100.7,121.2,-20.5,0.062,0.084,0.079,17.07,23.7
Elfrid Payton,NOP,-2.6 (2),0.2 (41),-2.8 (6),-2.6,2,0.2,41,-2.8,6,203901.0,Elfrid Payton,NOP,31.0,24.0,510.805,40.0,122.0,0.328,1.0,6.0,0.167,4.0,7.0,0.571,79.0,166.0,24.0,11.0,59.0,85.0,-149.0,0.151,0.34,0.332,99.7,113.1,-13.4,0.443,0.071,0.079,29.27,21.3
Jeremiah Robinson-Earl,DAL,-0.5 (51),2.4 (1),-2.9 (6),-0.5,51,2.4,1,-2.9,6,1630526.0,Jeremiah Robinson-Earl,NOP,24.0,66.0,1238.9,158.0,347.0,0.455,56.0,164.0,0.341,46.0,55.0,0.836,315.0,88.0,39.0,7.0,51.0,418.0,-331.0,0.14,0.563,0.536,107.2,119.0,-11.8,0.101,0.122,0.087,80.49,18.8
Gary Trent Jr.,MIL,-0.1 (67),2.8 (0),-2.9 (6),-0.1,67,2.8,0,-2.9,6,1629018.0,Gary Trent Jr.,MIL,26.0,74.0,1893.395,283.0,657.0,0.431,180.0,433.0,0.416,78.0,92.0,0.848,168.0,87.0,72.0,4.0,42.0,824.0,70.0,0.168,0.591,0.568,115.9,114.0,1.9,0.064,0.044,0.07,90.24,25.6
Hunter Tyson,DEN,-3.3 (0),-0.4 (73),-2.9 (6),-3.3,0,-0.4,73,-2.9,6,1641816.0,Hunter Tyson,DEN,25.0,51.0,399.935,45.0,120.0,0.375,23.0,74.0,0.311,21.0,28.0,0.75,78.0,20.0,10.0,6.0,14.0,134.0,-98.0,0.146,0.506,0.471,98.5,108.7,-10.2,0.074,0.088,0.057,62.2,7.8
Ja'Kobe Walter,TOR,-2.0 (8),0.9 (13),-2.9 (6),-2.0,8,0.9,13,-2.9,6,1642266.0,Ja'Kobe Walter,TOR,20.0,52.0,1103.235,159.0,393.0,0.405,65.0,186.0,0.349,66.0,83.0,0.795,160.0,81.0,43.0,10.0,50.0,449.0,-83.0,0.179,0.523,0.487,108.6,111.1,-2.4,0.105,0.07,0.068,63.41,21.2
Damion Baugh,CHA,-1.9 (9),1.0 (11),-2.9 (5),-1.9,9,1.0,11,-2.9,5,1641878.0,Damion Baugh,CHA,24.0,15.0,370.48833333333334,42.0,130.0,0.323,12.0,56.0,0.214,13.0,15.0,0.867,50.0,56.0,15.0,2.0,31.0,109.0,-169.0,0.186,0.399,0.369,99.5,121.8,-22.3,0.235,0.064,0.051,18.29,24.7
