Rank,Player,Team,AGE,RAPM_offense,RAPM_defense,USG_percent,PLUS_MINUS_value,Attendance,Performance,Athletic_Score
484,Josh Christopher,MIA,23.0,-0.4,0.2,0.235,-5.0,17.07,3.357142857142857,0.218297263529836
485,Marcus Garrett,CHA,26.0,-1.2,0.3,0.193,-39.0,4.88,11.5,0.21768525057749238
486,Jazian Gortman,DAL,22.0,0.0,-0.1,0.195,11.0,19.51,2.0625,0.21754223986533533
487,Jaylen Martin,WAS,21.0,-1.7,1.1,0.155,-131.0,19.51,8.5,0.21708489364345954
488,Joe Ingles,MIN,37.0,0.5,0.4,0.113,2.0,23.17,2.210526315789474,0.21679938676021945
489,Ariel Hukporti,NYK,23.0,-2.4,-0.1,0.113,-63.0,30.49,4.2,0.21679310410749114
490,Alex Ducas,OKC,24.0,-0.8,0.1,0.115,-22.0,25.61,3.238095238095238,0.2163932601539572
491,Spencer Jones,DEN,24.0,-0.4,-0.0,0.128,-45.0,24.39,2.65,0.2154560124510076
492,Leonard Miller,MIN,21.0,-0.2,-0.3,0.239,-12.0,15.85,2.4615384615384617,0.21492613935907875
493,TyTy Washington Jr.,LAC,23.0,-0.9,0.3,0.187,2.0,19.51,4.0,0.2148021080291772
494,Kobe Bufkin,LAL,21.0,-2.3,-0.2,0.203,-23.0,12.2,8.8,0.2137646844585594
495,James Wiseman,IND,24.0,-1.6,1.5,0.455,-4.0,1.22,7.0,0.21075223570000517
496,Matt Ryan,NYK,28.0,-1.7,-0.6,0.208,-40.0,23.17,2.0,0.21022664990231807
497,Pete Nance,MIL,25.0,-0.6,-0.6,0.116,-14.0,15.85,5.307692307692308,0.2094565737687066
498,Chris Duarte,CHI,28.0,-1.1,0.2,0.151,12.0,20.73,3.764705882352941,0.20906995935431058
499,JD Davison,HOU,22.0,-1.3,0.6,0.228,-28.0,19.51,3.25,0.20810382138369354
500,Cam Christie,LAC,19.0,-1.0,-1.2,0.192,-10.0,15.85,3.076923076923077,0.20743919137108247
501,Jaylen Sims,CHA,26.0,-0.8,0.5,0.159,-47.0,7.32,9.333333333333334,0.2068279159622342
502,Daniss Jenkins,DET,23.0,1.0,-1.0,0.231,-9.0,8.54,1.5714285714285714,0.20542236626685845
503,Stanley Umude,MIL,26.0,-1.7,0.0,0.137,-15.0,26.83,1.9090909090909087,0.2046260957017778
504,Jackson Rowe,GSW,28.0,-0.2,-0.1,0.142,23.0,7.32,6.666666666666667,0.20094089978824806
505,RayJ Dennis,ATL,24.0,-2.3,-0.4,0.212,44.0,13.41,5.454545454545454,0.20083638421773722
506,Jacob Toppin,ATL,25.0,-1.1,-0.2,0.14,-25.0,20.73,2.5294117647058822,0.19938241140269275
507,Isaiah Crawford,HOU,23.0,0.1,-0.1,0.122,23.0,18.29,1.6,0.19910752027113837
508,David Duke Jr.,SAS,25.0,0.2,0.0,0.207,28.0,7.32,4.0,0.19871492564612508
509,Emoni Bates,CLE,21.0,-1.0,0.7,0.201,-34.0,12.2,5.2,0.1971565372350712
510,Mason Jones,SAC,26.0,-0.9,0.1,0.193,1.0,12.2,4.3,0.19708414224993115
511,Alondes Williams,DET,26.0,-0.6,0.1,0.286,6.0,1.22,6.0,0.19649471136515356
512,Taylor Hendricks,UTA,21.0,-2.0,0.7,0.113,-22.0,3.66,12.666666666666666,0.1952983742623371
513,Justin Minaya,POR,26.0,-1.3,-0.1,0.107,-12.0,23.17,1.947368421052632,0.19415825131254488
514,Bryce McGowens,NOP,22.0,-0.4,1.2,0.244,-4.0,15.85,1.1538461538461535,0.1932724894376219
515,E.J. Liddell,BKN,24.0,-0.1,0.1,0.13,-8.0,14.63,2.75,0.191705623864027
516,Phillip Wheeler,PHI,23.0,-0.2,0.0,0.221,13.0,6.1,4.0,0.19167940851415338
517,Malachi Flynn,CHA,27.0,-1.0,0.8,0.196,1.0,4.88,7.25,0.18937345373803344
518,Taze Moore,POR,27.0,-1.4,0.0,0.224,-7.0,2.44,7.5,0.18934037693537625
519,Jamaree Bouyea,PHX,26.0,-1.1,-0.3,0.163,2.0,6.1,6.0,0.18538709525702055
520,Vlatko Čančar,DEN,28.0,-2.1,-0.3,0.109,-18.0,15.85,4.538461538461538,0.1813798052971475
521,Anton Watson,NYK,24.0,-0.3,0.3,0.193,-9.0,10.98,1.3333333333333333,0.17805652199397934
522,Josh Richardson,MIA,31.0,-2.2,0.5,0.134,-31.0,9.76,7.125,0.17744971874410026
523,Adama Sanogo,CHI,23.0,0.3,-0.0,0.145,-5.0,4.88,3.5,0.17583329140484066
524,Luke Travers,CLE,23.0,-1.6,-0.1,0.132,-1.0,14.63,2.833333333333333,0.17563097211905862
525,James Johnson,IND,38.0,-1.1,0.1,0.165,-9.0,14.63,1.3333333333333333,0.17551762547432842
526,Trentyn Flowers,CHI,20.0,-0.4,-0.0,0.194,-6.0,7.32,2.333333333333333,0.1752157210740005
527,Liam Robbins,MIL,25.0,-1.3,-0.3,0.128,-5.0,15.85,1.6153846153846154,0.17516455161852668
528,Jalen Bridges,PHX,24.0,-0.5,0.0,0.197,7.0,9.76,1.125,0.17421145644479935
529,Armel Traore,LAL,22.0,-1.2,0.4,0.153,-49.0,10.98,3.6666666666666665,0.1727937147872052
530,Harrison Ingram,SAS,22.0,0.6,-0.2,0.06,30.0,6.1,3.6,0.17190400000462602
531,Miles Norris,BOS,25.0,-1.0,0.1,0.127,-14.0,3.66,6.333333333333333,0.17102703653251722
532,Bobi Klintman,DET,22.0,-1.0,0.3,0.121,0.0,9.76,3.875,0.1706180971781648
533,Emanuel Miller,CHI,25.0,-0.5,0.3,0.143,-8.0,7.32,3.5,0.1704185174691758
534,Tristen Newton,MIN,24.0,-0.5,0.1,0.185,-5.0,9.76,1.0,0.16972439680114437
535,Daishen Nix,MIN,23.0,0.6,-0.2,0.176,9.0,3.66,1.3333333333333333,0.16864447881952077
536,Jack McVeigh,HOU,29.0,-1.6,-0.2,0.176,-10.0,10.98,2.2222222222222223,0.16849670623648746
537,Ulrich Chomche,TOR,19.0,0.2,0.5,0.108,-24.0,8.54,2.0,0.16366398845412228
538,Jae Crowder,SAC,34.0,-2.5,0.5,0.113,-18.0,10.98,5.333333333333333,0.16170067851203326
539,Braxton Key,GSW,28.0,-0.8,0.0,0.222,-8.0,3.66,2.0,0.16165150712379012
540,Jahmir Young,MIA,24.0,-0.2,0.5,0.092,-7.0,7.32,3.1666666666666665,0.1610659261475728
541,PJ Dozier,MIN,28.0,-0.7,0.0,0.082,-4.0,10.98,1.8888888888888888,0.15910625921063562
542,Yuri Collins,GSW,24.0,-0.4,0.1,0.068,-5.0,2.44,5.5,0.15869858636833972
543,Quincy Olivari,LAL,24.0,-0.6,0.3,0.231,-18.0,2.44,1.5,0.15577147042425551
544,Skal Labissiere,SAC,29.0,-0.6,0.2,0.129,-1.0,4.88,2.25,0.15149574202071678
545,D.J. Carton,TOR,24.0,-0.5,0.1,0.122,12.0,4.88,2.0,0.151187711529917
546,Kevin McCullar Jr.,NYK,24.0,-1.7,0.6,0.118,-2.0,4.88,4.5,0.14831324000830345
547,P.J. Tucker,NYK,40.0,-1.4,0.7,0.059,-22.0,3.66,6.0,0.14622081205888193
548,Isaiah Stevens,MIA,24.0,-0.5,-0.1,0.143,4.0,3.66,1.0,0.14535917009733856
549,Zyon Pullin,MEM,24.0,-0.3,0.1,0.167,1.0,3.66,0.0,0.14359340699025977
550,Terry Taylor,SAC,25.0,-0.3,-0.4,0.067,9.0,3.66,1.0,0.1364931349056206
551,Malevy Leons,GSW,25.0,-1.1,0.3,0.102,-18.0,7.32,0.8333333333333334,0.13609112922642486
552,Terence Davis,SAC,28.0,-0.6,0.1,0.111,-3.0,1.22,2.0,0.13588645944772137
553,Riley Minix,SAS,24.0,-0.1,-0.0,0.063,0.0,1.22,2.0,0.13431607951583477
554,Mac McClung,IND,26.0,-0.7,0.4,0.087,-2.0,2.44,2.0,0.13175375697630762
555,Hugo González,BOS,,2.5,-2.0,,,,,0.12446851493481868
556,Jesse Edwards,MIN,25.0,-0.4,0.2,0.0,-10.0,2.44,0.5,0.11014804302139053
557,Jimmy Butler,GSW,,2.1,-0.7,,,,,0.10961708029997078
558,Jalen McDaniels,WAS,27.0,-1.5,0.4,0.0,-1.0,4.88,0.5,0.1027279351630258
559,Moussa Diabate,CHA,,1.6,-0.5,,,,,0.10180245873257193
560,Kon Knueppel,CHA,,2.0,0.3,,,,,0.10081227187623515
561,Dylan Harper,SAS,,0.5,-1.5,,,,,0.09547311744967826
562,Saddiq Bey,NOP,,2.1,1.2,,,,,0.0952841846650894
563,VJ Edgecombe,PHI,,0.8,-0.6,,,,,0.09246738852297073
564,Joan Beringer,MIN,,0.8,-0.5,,,,,0.09171302559481909
565,David Jones Garcia,SAS,,0.7,-0.3,,,,,0.08894312059629665
566,Kam Jones,IND,,0.3,0.0,,,,,0.08163531524296529
567,Sion James,CHA,,-0.2,-0.6,,,,,0.07985559710077964
568,Liam McNeeley,CHA,,-0.1,-0.4,,,,,0.07960805038669547
569,Asa Newell,ATL,,0.1,-0.0,,,,,0.07911295695852706
570,Cui Yongxi,BKN,,0.0,-0.0,,,,,0.07785177781630796
571,Dylan Cardwell,SAC,,-0.3,-0.5,,,,,0.07784005503040889
571,Myron Gardner,MIA,,-0.3,-0.5,,,,,0.07784005503040889
573,Ryan Nembhard,DAL,,0.2,0.4,,,,,0.07735668438813956
574,Yanic Konan Niederhäuser,LAC,,-0.0,0.1,,,,,0.0770974148881563
574,Mark Sears,MIL,,-0.0,0.1,,,,,0.0770974148881563
576,Cody Zeller,ATL,,-0.3,-0.2,,,,,0.07557696624595393
577,Pacome Dadiet,NYK,,-0.0,0.4,,,,,0.07483432610370136
578,Egor Dëmin,BKN,,-0.8,-0.9,,,,,0.07455161103191996
579,Kasparas Jakučionis,MIA,,0.1,0.7,,,,,0.0738324164614655
580,Chaz Lanier,DET,,-0.2,0.2,,,,,0.07382069367556643
581,Curtis Jones,DEN,,-0.4,-0.1,,,,,0.07356142417558319
582,Vladislav Goldin,MIA,,-0.3,0.1,,,,,0.07331387746149898
583,Chris Mañon,LAL,,-0.4,-0.0,,,,,0.07280706124743153
583,LJ Cryer,GSW,,-0.4,-0.0,,,,,0.07280706124743153
585,Seth Lundy,ATL,,-0.3,0.2,,,,,0.07255951453334733
586,Isaiah Livers,PHX,,-0.2,0.4,,,,,0.07231196781926313
586,Adou Thiero,LAL,,-0.2,0.4,,,,,0.07231196781926313
588,Kobe Sanders,LAC,,-0.3,0.3,,,,,0.07180515160519568
589,Ethan Thompson,IND,,-0.4,0.2,,,,,0.07129833539112823
589,Noah Penda,ORL,,-0.4,0.2,,,,,0.07129833539112823
591,DaRon Holmes II,DEN,,-0.3,0.4,,,,,0.07105078867704404
591,Javon Small,MEM,,-0.3,0.4,,,,,0.07105078867704404
593,Collin Murray-Boyles,TOR,,-1.1,-0.9,,,,,0.07076807360526263
594,Walter Clayton Jr.,UTA,,0.3,1.5,,,,,0.07031987132069051
595,Koby Brea,PHX,,-0.6,0.2,,,,,0.06877597710669
596,Chris Youngblood,OKC,,-0.8,-0.1,,,,,0.06851670760670674
596,Moussa Cisse,DAL,,-0.8,-0.1,,,,,0.06851670760670674
598,Jase Richardson,ORL,,-0.5,0.5,,,,,0.06777406746445416
599,Hunter Dickinson,NOP,,-0.7,0.2,,,,,0.06751479796447091
600,Sharife Cooper,WAS,,-0.8,0.1,,,,,0.06700798175040343
601,Jamir Watkins,WAS,,-1.2,-0.5,,,,,0.06648944275043692
602,Jahmyl Telfort,LAC,,-1.0,-0.1,,,,,0.06599434932226853
603,Will Richard,GSW,,-1.3,-0.6,,,,,0.06598262653636945
604,Tre Johnson,WAS,,-0.5,0.8,,,,,0.06551097867999921
605,Nique Clifford,SAC,,-0.8,0.3,,,,,0.06549925589410013
605,Alijah Martin,TOR,,-0.8,0.3,,,,,0.06549925589410013
607,Thanasis Antetokounmpo,MIL,,-1.1,-0.2,,,,,0.06548753310820107
608,Micah Peavy,NOP,,-1.0,-0.0,,,,,0.06523998639411688
609,Cedric Coward,MEM,,-1.7,-1.1,,,,,0.0647097246082513
610,Khaman Maluach,PHX,,-1.0,0.1,,,,,0.06448562346596523
611,Noa Essengue,CHI,,-0.9,0.3,,,,,0.06423807675188103
612,Chucky Hepburn,TOR,,-1.0,0.2,,,,,0.06373126053781357
612,Hunter Sallis,PHI,,-1.0,0.2,,,,,0.06373126053781357
614,Rasheer Fleming,PHX,,-1.2,-0.1,,,,,0.06347199103783033
615,Brandon Boston Jr.,NOP,,-0.7,0.8,,,,,0.062988620395561
616,Caleb Love,POR,,-1.0,0.3,,,,,0.06297689760966192
617,Johni Broome,PHI,,-1.1,0.2,,,,,0.06247008139559447
618,Christian Wood,LAL,,-1.4,-0.3,,,,,0.0624583586096954
619,Lachlan Olbrich,CHI,,-1.3,-0.1,,,,,0.0622108118956112
620,Jahmai Mashack,MEM,,-1.2,0.1,,,,,0.06196326518152702
621,Taelon Peter,IND,,-1.4,-0.2,,,,,0.06170399568154375
622,Miles Kelly,DAL,,-1.3,0.0,,,,,0.061456448967459554
623,Alexandre Sarr,WAS,,-1.2,0.2,,,,,0.061208902253375365
624,Ben Saraf,BKN,,-1.1,0.5,,,,,0.060206992611139515
625,Nolan Traore,BKN,,-1.0,0.8,,,,,0.05920508296890366
626,Mohamed Diawara,NYK,,-1.2,0.6,,,,,0.05819145054076876
627,Vasilije Micić,PHX,,-1.7,-0.2,,,,,0.057920458254886426
627,Carter Bryant,SAS,,-1.7,-0.2,,,,,0.057920458254886426
629,Derik Queen,NOP,,-0.3,2.2,,,,,0.0574722559703143
630,Yang Hansen,POR,,-1.7,-0.0,,,,,0.05641173239858313
631,Monté Morris,IND,,-2.2,-0.5,,,,,0.05387765132824583
632,Javonte Cooke,POR,,-2.1,-0.1,,,,,0.05212137875785834
633,Ryan Kalkbrenner,CHA,,-2.2,-0.1,,,,,0.050860199615639236
634,Ace Bailey,UTA,,-0.9,2.1,,,,,0.05065954404515131
635,Tyrese Proctor,CLE,,-1.7,0.8,,,,,0.05037682897336991
636,Amari Williams,BOS,,-2.1,0.2,,,,,0.049858289973403386
637,Cooper Flagg,DAL,,-2.5,0.0,,,,,0.046322299260830264
638,Danny Wolf,BKN,,-2.9,-0.5,,,,,0.045049397332712085
639,Bojan Bogdanović,BKN,,-2.0,1.4,,,,,0.04206711397780269
640,Brooks Barnhizer,OKC,,-2.8,0.5,,,,,0.03876694719341468
641,Nigel Hayes-Davis,PHX,,-2.9,0.5,,,,,0.03750576805119557
642,Drake Powell,BKN,,-2.8,0.8,,,,,0.03650385840895973
643,Maxime Raynaud,SAC,,-2.4,1.5,,,,,0.0362680344807746
644,Jeremiah Fears,NOP,,-2.2,2.5,,,,,0.031246763483696295
645,Will Riley,WAS,,-3.5,1.0,,,,,0.02616687855712267
646,Carlton Carrington,WAS,,-2.7,2.5,,,,,0.02494086777260076
